ModelSEED ID,External ID,Source
rxn18936,3-HYDROXYDECANOYL-ACP-DEHYDR-RXN,MetaCyc
rxn18936,4.2.1.59-RXN,MetaCyc
rxn18937,4.2.1.61-RXN,MetaCyc
rxn18938,4.2.2.10-RXN,MetaCyc
rxn18938,RXN-19781,MetaCyc
rxn18939,4.2.2.11-RXN,MetaCyc
rxn18940,4.2.2.12-RXN,MetaCyc
rxn18941,4.2.2.13-RXN,MetaCyc
rxn18942,4.2.2.14-RXN,MetaCyc
rxn18943,4.2.2.15-RXN,MetaCyc
rxn18944,4.2.2.16-RXN,MetaCyc
rxn18946,4.2.2.17-RXN,MetaCyc
rxn18947,4.2.2.18-RXN,MetaCyc
rxn18948,4.2.2.19-RXN,MetaCyc
rxn18948,RXN-11617,MetaCyc
rxn18949,4.2.2.2-RXN,MetaCyc
rxn18950,4.2.2.20-RXN,MetaCyc
rxn18950,4.2.2.5-RXN,MetaCyc
rxn18951,4.2.2.21-RXN,MetaCyc
rxn18951,RXN-11577,MetaCyc
rxn18952,4.2.2.22-RXN,MetaCyc
rxn18953,4.2.2.3-RXN,MetaCyc
rxn18954,4.2.2.7-RXN,MetaCyc
rxn18955,4.2.2.8-RXN,MetaCyc
rxn18956,4.2.3.19-RXN,MetaCyc
rxn18957,4.2.3.32-RXN,MetaCyc
rxn18958,4.2.99.18-RXN,MetaCyc
rxn18959,4.3.1.14-RXN,MetaCyc
rxn18960,4.3.1.15-RXN,MetaCyc
rxn18961,4.3.1.22-RXN,MetaCyc
rxn18962,4.5.1.4-RXN,MetaCyc
rxn18963,4.99.1.5-RXN,MetaCyc
rxn18964,4OH2OXOGLUTARALDOL-RXN,MetaCyc
rxn18965,4OHBENZOATE-OCTAPRENYLTRANSFER-RXN,MetaCyc
rxn18966,5-ACYLPHOSPHOADENOSINE-HYDROLASE-RXN,MetaCyc
rxn18967,5-FORMYL-THF-CYCLO-LIGASE-RXN,MetaCyc
rxn18968,5-NUCLEOTID-RXN,MetaCyc
rxn18969,5-NUCLEOTID-RXN,MetaCyc
rxn18970,5-NUCLEOTID-RXN,MetaCyc
rxn18970,AMP-DEPHOSPHORYLATION-RXN,MetaCyc
rxn18972,5-NUCLEOTID-RXN,MetaCyc
rxn18972,RXN-14026,MetaCyc
rxn18973,5-NUCLEOTID-RXN,MetaCyc
rxn18973,RXN-7609,MetaCyc
rxn18974,5-NUCLEOTID-RXN,MetaCyc
rxn18974,RXN-7607,MetaCyc
rxn18975,5-NUCLEOTID-RXN,MetaCyc
rxn18975,RXN-14025,MetaCyc
rxn18976,5.1.1.16-RXN,MetaCyc
rxn18977,5.1.1.18-RXN,MetaCyc
rxn18978,5.1.3.17-RXN,MetaCyc
rxn18979,5.1.3.17-RXN,MetaCyc
rxn18980,5.1.3.9-RXN,MetaCyc
rxn18981,5.1.99.4-RXN,MetaCyc
rxn18982,5.3.3.14-RXN,MetaCyc
rxn18983,5.3.4.1-RXN,MetaCyc
rxn18984,5.3.4.1-RXN,MetaCyc
rxn18987,5.4.99.15-RXN,MetaCyc
rxn18988,5.4.99.18-RXN,MetaCyc
rxn18989,5.5.1.13-RXN,MetaCyc
rxn18990,5.99.1.2-RXN,MetaCyc
rxn18991,5.99.1.3-RXN,MetaCyc
rxn18992,6-HYDROXYNICOTINATE-REDUCTASE-RXN,MetaCyc
rxn18993,6-PHOSPHO-BETA-GALACTOSIDASE-RXN,MetaCyc
rxn18994,6.1.1.23-RXN,MetaCyc
rxn18995,6.1.1.24-RXN,MetaCyc
rxn18996,6.1.1.25-RXN,MetaCyc
rxn18997,6.1.1.26-RXN,MetaCyc
rxn18998,6.2.1.19-RXN,MetaCyc
rxn18999,6.2.1.28-RXN,MetaCyc
rxn19000,6.2.1.29-RXN,MetaCyc
rxn19001,6.3.1.10-RXN,MetaCyc
rxn19002,6.3.1.12-RXN,MetaCyc
rxn19003,6.3.2.25-RXN,MetaCyc
rxn19004,6.3.2.26-RXN,MetaCyc
rxn19005,6.3.2.28-RXN,MetaCyc
rxn19006,6.3.2.29-RXN,MetaCyc
rxn19007,6.3.2.30-RXN,MetaCyc
rxn19008,6.3.4.10-RXN,MetaCyc
rxn19009,6.3.4.11-RXN,MetaCyc
rxn19010,6.3.4.16-RXN,MetaCyc
rxn19011,6.3.4.8-RXN,MetaCyc
rxn19012,6.3.4.9-RXN,MetaCyc
rxn19013,6.3.5.6-RXN,MetaCyc
rxn19014,6.3.5.7-RXN,MetaCyc
rxn19015,6PFRUCTPHOS-RXN,MetaCyc
rxn19016,6PGLUCONDEHYDROG-RXN,MetaCyc
rxn19017,6PGLUCONOLACT-RXN,MetaCyc
rxn19018,6PGLUCONOLACT-RXN,MetaCyc
rxn19019,9-FLUORENOL-DEHYDROGENASE-RXN,MetaCyc
rxn19022,ABEQUOSYLTRANSFERASE-RXN,MetaCyc
rxn19023,ACECOATRANS-RXN,MetaCyc
rxn19024,ACETCAPR-RXN,MetaCyc
rxn19025,ACETOINDEHYDROG-A-RXN,MetaCyc
rxn19027,ACETOLACTREDUCTOISOM-RXN,MetaCyc
rxn19028,ACETONE-CYANHYDRIN-LYASE-RXN,MetaCyc
rxn19029,ACETOOHBUTREDUCTOISOM-RXN,MetaCyc
rxn19030,ACETOOHBUTSYN-RXN,MetaCyc
rxn19031,ACETYL-COA-ACETYLTRANSFER-RXN,MetaCyc
rxn19032,ACETYLESTERASE-RXN,MetaCyc
rxn19033,ACETYLSYNCLTH-RXN,MetaCyc
rxn19034,ACH1-RXN,MetaCyc
rxn19035,ACH3-RXN,MetaCyc
rxn19036,ACID--COA-LIGASE-GDP-FORMING-RXN,MetaCyc
rxn19037,ACID-PHOSPHATASE-RXN,MetaCyc
rxn19037,ALKAPHOSPHA-RXN,MetaCyc
rxn19038,ACNEULY-RXN,MetaCyc
rxn19039,ACONITATEDEHYDR-RXN,MetaCyc
rxn19039,CITRATE-DEHYDRATASE-RXN,MetaCyc
rxn19040,ACONITATEHYDR-RXN,MetaCyc
rxn19041,ACSERLY-RXN,MetaCyc
rxn19042,ACSERLY-RXN,MetaCyc
rxn19043,ACYL-COA-DEHYDROGENASE-NADP+-RXN,MetaCyc
rxn19044,RXN-13307,MetaCyc
rxn19044,TRANSENOYLCOARED-RXN,MetaCyc
rxn19045,RXN-13308,MetaCyc
rxn19045,TRANSENOYLCOARED-RXN,MetaCyc
rxn19046,RXN-13306,MetaCyc
rxn19046,TRANSENOYLCOARED-RXN,MetaCyc
rxn19047,RXN-13309,MetaCyc
rxn19047,TRANSENOYLCOARED-RXN,MetaCyc
rxn19048,3.1.2.18-RXN,MetaCyc
rxn19048,3.1.2.19-RXN,MetaCyc
rxn19048,ACYL-COA-HYDROLASE-RXN,MetaCyc
rxn19049,ACYL-COA-OXIDASE-RXN,MetaCyc
rxn19050,ACYL-COA-OXIDASE-RXN,MetaCyc
rxn19050,RXN-11026,MetaCyc
rxn19050,RXN-12669,MetaCyc
rxn19051,ACYL-COA-OXIDASE-RXN,MetaCyc
rxn19052,ACYL-LYSINE-DEACYLASE-RXN,MetaCyc
rxn19053,ACYLACPSYNTH-RXN,MetaCyc
rxn19053,RXN-18533,MetaCyc
rxn19054,ACYLAMINOACYL-PEPTIDASE-RXN,MetaCyc
rxn19055,ACYLCARNITINE-HYDROLASE-RXN,MetaCyc
rxn19056,ACYLCOADEHYDROG-RXN,MetaCyc
rxn19056,LONG-CHAIN-ACYL-COA-DEHYDROGENASE-RXN,MetaCyc
rxn19056,RXN-11734,MetaCyc
rxn19056,RXN-13449,MetaCyc
rxn19057,ACYLCOASYN-RXN,MetaCyc
rxn19059,ACYLCOASYN-RXN,MetaCyc
rxn19065,ACYLGLYCEROL-KINASE-RXN,MetaCyc
rxn19066,ACYLGPEACYLTRANS-RXN,MetaCyc
rxn19067,ACYLGPEACYLTRANS-RXN,MetaCyc
rxn19068,ACYLNEURAMINATE-CYTIDYLYLTRANSFERASE-RXN,MetaCyc
rxn19069,ACYLPHOSPHATASE-RXN,MetaCyc
rxn19070,ACYLPYRUVATE-HYDROLASE-RXN,MetaCyc
rxn19071,ADCLY-RXN,MetaCyc
rxn19072,ADENOSINE-NUCLEOSIDASE-RXN,MetaCyc
rxn19073,ADENYLYLSULFATASE-RXN,MetaCyc
rxn19074,ADENYLYLSULFATE-REDUCTASE-RXN,MetaCyc
rxn19075,ADENYLYLSULFKIN-RXN,MetaCyc
rxn19076,ADP-RIBOSYLARGININE-HYDROLASE-RXN,MetaCyc
rxn19077,ADPREDUCT-RXN,MetaCyc
rxn19077,RIBONUCLEOSIDE-DIP-REDUCTI-RXN,MetaCyc
rxn19078,ADPSUGPPHOSPHAT-RXN,MetaCyc
rxn19079,AGARITINE-GAMMA-GLUTAMYLTRANSFERASE-RXN,MetaCyc
rxn19080,AKPTHIOL-RXN,MetaCyc
rxn19081,ALANINE--OXO-ACID-AMINOTRANSFERASE-RXN,MetaCyc
rxn19082,ALANINE--TRNA-LIGASE-RXN,MetaCyc
rxn19083,ALANINE-CARBOXYPEPTIDASE-RXN,MetaCyc
rxn19084,ALANYLPHOSPHATIDYLGLYCEROL-SYNTHASE-RXN,MetaCyc
rxn19085,ALARACECAT-RXN,MetaCyc
rxn19086,ALCOHOL-DEHYDROG-GENERIC-RXN,MetaCyc
rxn19087,ALCOHOL-DEHYDROG-GENERIC-RXN,MetaCyc
rxn19088,ALCOHOL-DEHYDROGENASE-NADP+-RXN,MetaCyc
rxn19089,ALCOHOL-DEHYDROGENASE-NADP+-RXN,MetaCyc
rxn19089,RXN-12300,MetaCyc
rxn19090,ALCOHOL-DEHYDROGENASE-NADP+-RXN,MetaCyc
rxn19090,RXN-1347,MetaCyc
rxn19091,ALCOHOL-DEHYDROGENASE-NADP+-RXN,MetaCyc
rxn19091,RXN-12297,MetaCyc
rxn19092,ALCOHOL-DEHYDROGENASE-NADP+-RXN,MetaCyc
rxn19092,RXN-11968,MetaCyc
rxn19093,ALCOHOL-DEHYDROGENASE-NADP+-RXN,MetaCyc
rxn19093,HEXANOL-RXN,MetaCyc
rxn19094,ALCOHOL-DEHYDROGENASE-NADP+-RXN,MetaCyc
rxn19094,RXN-12299,MetaCyc
rxn19095,ALCOHOL-DEHYDROGENASE-NADP+-RXN,MetaCyc
rxn19095,RXN-1348,MetaCyc
rxn19096,ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN,MetaCyc
rxn19097,ALCOHOL-O-ACETYLTRANSFERASE-RXN,MetaCyc
rxn19098,ALCOHOL-OXIDASE-RXN,MetaCyc
rxn19100,RXN-4444,MetaCyc
rxn19102,RXN-4444,MetaCyc
rxn19106,RXN-4444,MetaCyc
rxn19109,ALCOHOL-SULFOTRANSFERASE-RXN,MetaCyc
rxn19110,ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,MetaCyc
rxn19111,ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,MetaCyc
rxn19111,RXN-11619,MetaCyc
rxn19112,ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,MetaCyc
rxn19112,RXN-4142,MetaCyc
rxn19113,ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,MetaCyc
rxn19113,RXN-4142,MetaCyc
rxn19114,ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,MetaCyc
rxn19114,RXN-4142,MetaCyc
rxn19115,ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,MetaCyc
rxn19115,RXN-12165,MetaCyc
rxn19116,ALDEHYDE-DEHYDROGENASE-NADP+-RXN,MetaCyc
rxn19117,ALDEHYDE-OXIDASE-RXN,MetaCyc
rxn19118,RXN-8092,MetaCyc
rxn19119,RXN-8094,MetaCyc
rxn19120,ALDEHYDE-REDUCTASE-RXN,MetaCyc
rxn19121,ALDHDEHYDROG-RXN,MetaCyc
rxn19122,ALDHDEHYDROG-RXN,MetaCyc
rxn19123,ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN,MetaCyc
rxn19123,RXN66-3,MetaCyc
rxn19124,R222-RXN,MetaCyc
rxn19125,ALDOSE-1-DEHYDROGENASE-RXN,MetaCyc
rxn19126,ALDOSE-6-PHOSPHATE-REDUCTASE-NADPH-RXN,MetaCyc
rxn19127,ALDOSE-6-PHOSPHATE-REDUCTASE-NADPH-RXN,MetaCyc
rxn19128,ALDOSE1EPIM-RXN,MetaCyc
rxn19129,ALDOSE1EPIM-RXN,MetaCyc
rxn19130,ALIZARIN-2-BETA-GLUCOSYLTRANSFERASE-RXN,MetaCyc
rxn19131,ALKAN-1-OL-DEHYDROGENASE-ACCEPTOR-RXN,MetaCyc
rxn19132,ALKANAL-MONOOXYGENASE-FMN-LINKED-RXN,MetaCyc
rxn19133,ALKANE-1-MONOOXYGENASE-RXN,MetaCyc
rxn19134,ALKANE-1-MONOOXYGENASE-RXN,MetaCyc
rxn19135,ACID-PHOSPHATASE-RXN,MetaCyc
rxn19135,ALKAPHOSPHA-RXN,MetaCyc
rxn19136,ALKYLACETYLGLYCEROPHOSPHATASE-RXN,MetaCyc
rxn19137,ALKYLGLYCEROL-KINASE-RXN,MetaCyc
rxn19138,ALKYLGLYCERONE-PHOSPHATE-SYNTHASE-RXN,MetaCyc
rxn19139,ALKYLMERCURY-LYASE-RXN,MetaCyc
rxn19140,ALLANTOINASE-RXN,MetaCyc
rxn19141,ALLANTOINASE-RXN,MetaCyc
rxn19142,ALLENE-OXIDE-CYCLASE-RXN,MetaCyc
rxn19143,ALLIIN-LYASE-RXN,MetaCyc
rxn19144,ALLYL-ALCOHOL-DEHYDROGENASE-RXN,MetaCyc
rxn19145,ALPHA-AMINO-ACID-ESTERASE-RXN,MetaCyc
rxn19146,ALPHA-AMYL-RXN,MetaCyc
rxn19147,ALPHA-L-FUCOSIDASE-RXN,MetaCyc
rxn19148,ALPHA-SANTONIN-12-REDUCTASE-RXN,MetaCyc
rxn19149,AMACETOXID-RXN,MetaCyc
rxn19150,AMIDASE-RXN,MetaCyc
rxn19151,AMINE-DEHYDROGENASE-RXN,MetaCyc
rxn19152,AMINE-DEHYDROGENASE-RXN,MetaCyc
rxn19153,AMINE-N-METHYLTRANSFERASE-RXN,MetaCyc
rxn19154,AMINEOXID-RXN,MetaCyc
rxn19155,AMINEOXID-RXN,MetaCyc
rxn19156,AMINEOXID-RXN,MetaCyc
rxn19157,AMINEPHEN-RXN,MetaCyc
rxn19157,RXN-10817,MetaCyc
rxn19158,AMINO-ACID-RACEMASE-RXN,MetaCyc
rxn19159,RXN-13074,MetaCyc
rxn19160,AMINOACYLASE-RXN,MetaCyc
rxn19161,AMINOBUTDEHYDROG-RXN,MetaCyc
rxn19162,AMINOCYL-TRNA-HYDROLASE-RXN,MetaCyc
rxn19163,AMINOGLYCOSIDE-N3-ACETYLTRANSFERASE-RXN,MetaCyc
rxn19164,AMINOPROPDEHYDROG-RXN,MetaCyc
rxn19165,AMONITRO-RXN,MetaCyc
rxn19166,AMONITRO-RXN,MetaCyc
rxn19167,AMYLOMALT-RXN,MetaCyc
rxn19168,AMYLOMALT-RXN,MetaCyc
rxn19169,ANTHRANILOYL-COA-MONOOXYGENASE-RXN,MetaCyc
rxn19170,APIGNAR-RXN,MetaCyc
rxn19171,APIOSE-1-REDUCTASE-RXN,MetaCyc
rxn19172,AQUACOBALAMIN-REDUCTASE-NADPH-RXN,MetaCyc
rxn19173,AQUACOBALAMIN-REDUCTASE-RXN,MetaCyc
rxn19174,ARABINONATE-DEHYDRATASE-RXN,MetaCyc
rxn19175,ARABISOM-RXN,MetaCyc
rxn19176,ARACHIDONATE-5-LIPOXYGENASE-RXN,MetaCyc
rxn19177,ARALKYLAMINE-DEHYDROGENASE-RXN,MetaCyc
rxn19178,ARALKYLAMINE-DEHYDROGENASE-RXN,MetaCyc
rxn19179,ARALKYLAMINE-N-ACETYLTRANSFERASE-RXN,MetaCyc
rxn19180,ARGDECARBOX-RXN,MetaCyc
rxn19181,ARGINASE-RXN,MetaCyc
rxn19182,ARGININE--TRNA-LIGASE-RXN,MetaCyc
rxn19183,ARGINYLTRANSFERASE-RXN,MetaCyc
rxn19184,ARYL-ACYLAMIDASE-RXN,MetaCyc
rxn19185,ARYL-ALCOHOL-DEHYDROGENASE-NADP+-RXN,MetaCyc
rxn19186,ARYL-ALCOHOL-DEHYDROGENASE-RXN,MetaCyc
rxn19187,ARYL-ALCOHOL-OXIDASE-RXN,MetaCyc
rxn19188,1.2.1.30-RXN,MetaCyc
rxn19188,ARYL-ALDEHYDE-DEHYDROGENASE-NADP+-RXN,MetaCyc
rxn19189,ARYL-ALDEHYDE-DEHYDROGENASE-RXN,MetaCyc
rxn19190,ARYL-ALDEHYDE-OXIDASE-RXN,MetaCyc
rxn19191,RXN-8091,MetaCyc
rxn19192,RXN-8089,MetaCyc
rxn19193,RXN-8090,MetaCyc
rxn19194,ARYL-SULFOTRANSFERASE-RXN,MetaCyc
rxn19195,ARYLAMINE-GLUCOSYLTRANSFERASE-RXN,MetaCyc
rxn19196,ARYLAMINE-N-ACETYLTRANSFERASE-RXN,MetaCyc
rxn19197,ARYLAMINE-SULFOTRANSFERASE-RXN,MetaCyc
rxn19198,ARYLDIALKYL-PHOSPHATASE-RXN,MetaCyc
rxn19199,ARYLDIALKYL-PHOSPHATASE-RXN,MetaCyc
rxn19200,ARYLDIALKYLPHOSPHATASE-RXN,MetaCyc
rxn19201,ARYLESTERASE-RXN,MetaCyc
rxn19202,ARYLFORMAMIDASE-RXN,MetaCyc
rxn19203,ARYLSULFAT-RXN,MetaCyc
rxn19204,RXN-11086,MetaCyc
rxn19205,ASCORBATE-PHOSPHORYLATION-III-RXN,MetaCyc
rxn19206,ASCORBATE-PHOSPHORYLATION-IV-RXN,MetaCyc
rxn19207,ASCORBATE-PHOSPHORYLATION-RXN,MetaCyc
rxn19208,ASPARAGHYD-RXN,MetaCyc
rxn19209,ASPARAGINE--TRNA-LIGASE-RXN,MetaCyc
rxn19210,ASPAROXO-RXN,MetaCyc
rxn19211,ASPARTATE--TRNA-LIGASE-RXN,MetaCyc
rxn19212,ASPARTOACYLASE-RXN,MetaCyc
rxn19213,ATPPHOSPHORIBOSYLTRANS-RXN,MetaCyc
rxn19214,BA7DEHYDRA-RXN,MetaCyc
rxn19215,BADEL4OXRED-RXN,MetaCyc
rxn19216,BADEL6OXRED-RXN,MetaCyc
rxn19217,BADH-RXN,MetaCyc
rxn19218,BADH-RXN,MetaCyc
rxn19219,BADH-RXN,MetaCyc
rxn19220,BAI3OXO-OXRED-RXN,MetaCyc
rxn19221,BAIAEUBSP-RXN,MetaCyc
rxn19224,BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN,MetaCyc
rxn19225,BENZOATE-4-MONOOXYGENASE-RXN,MetaCyc
rxn19226,BENZOIN-ALDOLASE-RXN,MetaCyc
rxn19227,BENZYL-ALCOHOL-DEHYDROGENASE-RXN,MetaCyc
rxn19228,BETA-CYCLOPIAZONATE-DEHYDROGENASE-RXN,MetaCyc
rxn19229,BETA-GLUCURONID-RXN,MetaCyc
rxn19230,BETA-L-ARABINOSIDASE-RXN,MetaCyc
rxn19231,BETA-LACTAMASE-RXN,MetaCyc
rxn19232,BETA-LACTAMASE-RXN,MetaCyc
rxn19233,BETA-LYSINE-56-AMINOMUTASE-RXN,MetaCyc
rxn19234,BILIVERDIN-REDUCTASE-RXN,MetaCyc
rxn19235,BIOTIN-CARBOXYL-RXN,MetaCyc
rxn19236,BIOTINLIG-RXN,MetaCyc
rxn19237,BIOTINLIG-RXN,MetaCyc
rxn19238,BIPHENYL-23-DIOL-12-DIOXYGENASE-RXN,MetaCyc
rxn19239,BLASTICIDIN-S-DEAMINASE-RXN,MetaCyc
rxn19240,BRANCHED-CHAINAMINOTRANSFERILEU-RXN,MetaCyc
rxn19241,BRANCHED-CHAINAMINOTRANSFERLEU-RXN,MetaCyc
rxn19241,LEUCINE-AMINOTRANSFERASE-RXN,MetaCyc
rxn19242,BRANCHED-CHAINAMINOTRANSFERVAL-RXN,MetaCyc
rxn19243,BSDOSALCAL-RXN,MetaCyc
rxn19244,BUTANAL-DEHYDROGENASE-RXN,MetaCyc
rxn19245,BUTYRATE--COA-LIGASE-RXN,MetaCyc
rxn19246,RXN-13290,MetaCyc
rxn19247,BUTYRYL-COA-DEHYDROGENASE-RXN,MetaCyc
rxn19248,CAIE-RXN,MetaCyc
rxn19249,CALDESMON-PHOSPHATASE-RXN,MetaCyc
rxn19250,CAMPHOR-12-MONOOXYGENASE-RXN,MetaCyc
rxn19251,CARBON-MONOXIDE-DEHYDROGENASE-RXN,MetaCyc
rxn19252,CARBONYL-REDUCTASE-NADPH-RXN,MetaCyc
rxn19253,CARBOXYCYCLOHEXADIENYL-DEHYDRATASE-RXN,MetaCyc
rxn19254,CARBOXYLESTERASE-RXN,MetaCyc
rxn19255,CARBOXYPEPTIDASE-A-RXN,MetaCyc
rxn19256,CARDIOLIPSYN-RXN,MetaCyc
rxn19257,CARDIOLIPSYN-RXN,MetaCyc
rxn19258,CARDIOLIPSYN-RXN,MetaCyc
rxn19259,CARNITINE-O-ACETYLTRANSFERASE-RXN,MetaCyc
rxn19260,CARNITINE-O-ACETYLTRANSFERASE-RXN,MetaCyc
rxn19261,CARNOSINE-SYNTHASE-RXN,MetaCyc
rxn19262,CARNRACE-RXN,MetaCyc
rxn19263,CARVEOL-DEHYDROGENASE-RXN,MetaCyc
rxn19264,CATAL-RXN,MetaCyc
rxn19264,RXN-12121,MetaCyc
rxn19265,CATECHOL-O-METHYLTRANSFERASE-RXN,MetaCyc
rxn19266,RXN-10870,MetaCyc
rxn19267,CDHMSARC-RXN,MetaCyc
rxn19268,CDPDIGLYPYPHOSPHA-RXN,MetaCyc
rxn19269,CDPDIGLYPYPHOSPHA-RXN,MetaCyc
rxn19270,CDPDIGLYSYN-RXN,MetaCyc
rxn19271,CDPDIGLYSYN-RXN,MetaCyc
rxn19272,CDPDIGLYSYN-RXN,MetaCyc
rxn19273,CDPDIGLYSYN-RXN,MetaCyc
rxn19274,CDPDIGLYSYN-RXN,MetaCyc
rxn19275,CDPDIGLYSYN-RXN,MetaCyc
rxn19276,CDPKIN-RXN,MetaCyc
rxn19276,NUCLEOSIDE-DIP-KIN-RXN,MetaCyc
rxn19277,CDPREDUCT-RXN,MetaCyc
rxn19277,RIBONUCLEOSIDE-DIP-REDUCTI-RXN,MetaCyc
rxn19278,CELLOBIOSE-DEHYDROGENASE-ACCEPTOR-RXN,MetaCyc
rxn19279,CELLODEXTRIN-PHOSPHORYLASE-RXN,MetaCyc
rxn19280,CELLULOSE-SYNTHASE-GDP-FORMING-RXN,MetaCyc
rxn19281,CERAMIDASE-RXN,MetaCyc
rxn19282,CERAMIDASE-YEAST-RXN,MetaCyc
rxn19283,CERAMIDE-CHOLINEPHOSPHOTRANSFERASE-RXN,MetaCyc
rxn19284,CERAMIDE-GLUCOSYLTRANSFERASE-RXN,MetaCyc
rxn19285,CERAMIDE-KINASE-RXN,MetaCyc
rxn19286,CEREBROSIDE-SULFATASE-RXN,MetaCyc
rxn19287,CHALCONE-ISOMERASE-RXN,MetaCyc
rxn19288,CHD-RXN,MetaCyc
rxn19289,CHD-RXN,MetaCyc
rxn19290,CHD-RXN,MetaCyc
rxn19291,CHEBDEAMID-RXN,MetaCyc
rxn19292,CHER-RXN,MetaCyc
rxn19293,CHITIN-DEACETYLASE-RXN,MetaCyc
rxn19294,RXN-11313,MetaCyc
rxn19295,CHITIN-DEACETYLASE-RXN,MetaCyc
rxn19296,RXN-11313,MetaCyc
rxn19300,CHLORIDE-PEROXIDASE-RXN,MetaCyc
rxn19301,CHLOROGENATE-HYDROLASE-RXN,MetaCyc
rxn19302,CHLOROPHYLLASE-RXN,MetaCyc
rxn19303,CHOLINESTERASE-RXN,MetaCyc
rxn19304,CHONDROITIN-4-SULFOTRANSFERASE-RXN,MetaCyc
rxn19305,CHONDROITIN-4-SULFOTRANSFERASE-RXN,MetaCyc
rxn19306,CHONDROITIN-6-SULFOTRANSFERASE-RXN,MetaCyc
rxn19307,CHONDROITIN-6-SULFOTRANSFERASE-RXN,MetaCyc
rxn19308,CHONDROITIN-GLUCURONATE-5-EPIMERASE-RXN,MetaCyc
rxn19309,CHORISMATEMUT-RXN,MetaCyc
rxn19310,CINNAMATE-GLUCOSYLTRANSFERASE-RXN,MetaCyc
rxn19311,CIS-2-ENOYL-COA-REDUCTASE-NADPH-RXN,MetaCyc
rxn19312,CISTRANON-RXN,MetaCyc
rxn19313,CITC-RXN,MetaCyc
rxn19314,CITRATE-PRO-3S-LYASE-THIOLESTERASE-RXN,MetaCyc
rxn19315,CITRYLY-RXN,MetaCyc
rxn19316,CITRATE-RE-SYNTHASE-RXN,MetaCyc
rxn19316,CITSYN-RXN,MetaCyc
rxn19316,RXN-14905,MetaCyc
rxn19317,CITTRANS-RXN,MetaCyc
rxn19318,COA-DISULFIDE-REDUCTASE-NADH-RXN,MetaCyc
rxn19319,COBALAMIN5PSYN-RXN,MetaCyc
rxn19320,COBALAMIN5PSYN-RXN,MetaCyc
rxn19321,COBALAMINSYN-RXN,MetaCyc
rxn19322,COBALAMINSYN-RXN,MetaCyc
rxn19324,COENZYME-F420-HYDROGENASE-RXN,MetaCyc
rxn19325,COLCYD-RXN,MetaCyc
rxn19326,CORTICOSTERONE-18-MONOOXYGENASE-RXN,MetaCyc
rxn19327,CREATINE-KINASE-RXN,MetaCyc
rxn19328,CROBETRED-RXN,MetaCyc
rxn19329,CROBETREDUCT-RXN,MetaCyc
rxn19330,CROTCOALIG-RXN,MetaCyc
rxn19331,CUCURBITACIN-DELTA-23-REDUCTASE-RXN,MetaCyc
rxn19334,CYCLOHEXANONE-DEHYDROGENASE-RXN,MetaCyc
rxn19335,CYCLOMALTODEXTRINASE-RXN,MetaCyc
rxn19336,CYCPHOSDIESTER-RXN,MetaCyc
rxn19337,CYCPHOSDIESTER-RXN,MetaCyc
rxn19338,RXN-14113,MetaCyc
rxn19339,RXN-14064,MetaCyc
rxn19340,RXN-14112,MetaCyc
rxn19341,RXN-14091,MetaCyc
rxn19342,CYDTER-RXN,MetaCyc
rxn19343,CYSPH-RXN,MetaCyc
rxn19344,CYSPH-RXN,MetaCyc
rxn19345,CYSSYNMULTI-RXN,MetaCyc
rxn19346,CYSTATHIONASE-RXN,MetaCyc
rxn19347,CYSTATHIONINE-BETA-LYASE-RXN,MetaCyc
rxn19348,CYSTEINE--TRNA-LIGASE-RXN,MetaCyc
rxn19349,CYSTEINE-S-CONJUGATE-BETA-LYASE-RXN,MetaCyc
rxn19349,RXN-6763,MetaCyc
rxn19350,CYSTHIOCYS-RXN,MetaCyc
rxn19351,CYSTINE-REDUCTASE-NADH-RXN,MetaCyc
rxn19352,CYT-ACC-RXN,MetaCyc
rxn19353,CYTC-RED-RXN,MetaCyc
rxn19354,CYTD-OX-RXN,MetaCyc
rxn19355,CYTD-RED-RXN,MetaCyc
rxn19356,CYTOCHROME-B5-REDUCTASE-RXN,MetaCyc
rxn19357,CYTOCHROME-C-OXIDASE-RXN,MetaCyc
rxn19358,CYTOCHROME-C-OXIDASE-RXN,MetaCyc
rxn19359,CYTOCHROME-C-OXIDASE-RXN,MetaCyc
rxn19360,CYTOCHROME-C-PEROXIDASE-RXN,MetaCyc
rxn19361,CYTOCHROME-C3-HYDROGENASE-RXN,MetaCyc
rxn19362,CYTOKININ-7-BETA-GLUCOSYLTRANSFERASE-RXN,MetaCyc
rxn19363,D-2-HYDROXY-ACID-DEHYDROGENASE-RXN,MetaCyc
rxn19364,D-AMINO-ACID-N-ACETYLTRANSFERASE-RXN,MetaCyc
rxn19365,D-AMINO-ACID-OXIDASE-RXN,MetaCyc
rxn19366,D-ARABINOKINASE-RXN,MetaCyc
