ModelSEED ID,External ID,Source
rxn07693,R07903,KEGG
rxn07694,R07904,KEGG
rxn07695,R07905,KEGG
rxn07696,R07906,KEGG
rxn07697,R07907,KEGG
rxn07698,R07908,KEGG
rxn07699,R07909,KEGG
rxn07700,R07910,KEGG
rxn07701,R07911,KEGG
rxn07702,R07912,KEGG
rxn07703,R07913,KEGG
rxn07704,R07914,KEGG
rxn07705,R07915,KEGG
rxn07706,R07916,KEGG
rxn07707,R07917,KEGG
rxn07708,R07918,KEGG
rxn07709,R07919,KEGG
rxn07710,R07920,KEGG
rxn07711,R07921,KEGG
rxn07712,R07922,KEGG
rxn07713,R07923,KEGG
rxn07714,R07924,KEGG
rxn07715,R07925,KEGG
rxn07716,R07926,KEGG
rxn07717,R07927,KEGG
rxn07718,R07928,KEGG
rxn07719,R07929,KEGG
rxn07720,R07930,KEGG
rxn07721,R07931,KEGG
rxn07722,R07932,KEGG
rxn07723,R07933,KEGG
rxn07724,R07934,KEGG
rxn07725,R07935,KEGG
rxn07726,R07936,KEGG
rxn07727,R07937,KEGG
rxn07728,R07938,KEGG
rxn07729,R07939,KEGG
rxn07730,R07940,KEGG
rxn07731,R07941,KEGG
rxn07732,R07942,KEGG
rxn07733,R07943,KEGG
rxn07734,R07944,KEGG
rxn07735,R07945,KEGG
rxn07736,R07946,KEGG
rxn07737,R07947,KEGG
rxn07739,R07949,KEGG
rxn07740,R07950,KEGG
rxn07741,R07951,KEGG
rxn07742,R07952,KEGG
rxn07743,R07953,KEGG
rxn07744,R07954,KEGG
rxn07745,R07955,KEGG
rxn07746,R07956,KEGG
rxn07747,R07957,KEGG
rxn07748,R07958,KEGG
rxn07749,R07959,KEGG
rxn07750,R07960,KEGG
rxn07751,R07961,KEGG
rxn07752,R07962,KEGG
rxn07753,R07963,KEGG
rxn07754,R07964,KEGG
rxn07755,R07965,KEGG
rxn07756,R07966,KEGG
rxn07757,R07967,KEGG
rxn07758,R07968,KEGG
rxn07759,R07969,KEGG
rxn07760,R07970,KEGG
rxn07761,R07971,KEGG
rxn07762,R07972,KEGG
rxn07763,R07973,KEGG
rxn07764,R07974,KEGG
rxn07765,R07975,KEGG
rxn07766,R07976,KEGG
rxn07767,R07977,KEGG
rxn07768,R07978,KEGG
rxn07769,R07979,KEGG
rxn07770,R07980,KEGG
rxn07773,R07983,KEGG
rxn07774,R07984,KEGG
rxn07775,R07985,KEGG
rxn07776,R07986,KEGG
rxn07777,R07987,KEGG
rxn07778,R07988,KEGG
rxn07779,R07989,KEGG
rxn07780,R07990,KEGG
rxn07781,R07991,KEGG
rxn07782,R07992,KEGG
rxn07783,R07993,KEGG
rxn07784,R07994,KEGG
rxn07785,R07995,KEGG
rxn07786,R07996,KEGG
rxn07787,R07997,KEGG
rxn07788,R07998,KEGG
rxn07789,R07999,KEGG
rxn07790,R08000,KEGG
rxn07791,R08001,KEGG
rxn07792,R08002,KEGG
rxn07793,R08003,KEGG
rxn07794,R08004,KEGG
rxn07795,R08005,KEGG
rxn07796,R08006,KEGG
rxn07797,R08007,KEGG
rxn07798,R08008,KEGG
rxn07799,R08009,KEGG
rxn07800,R08010,KEGG
rxn07801,R08011,KEGG
rxn07802,R08012,KEGG
rxn07803,R08013,KEGG
rxn07804,R08014,KEGG
rxn07805,R08015,KEGG
rxn07806,R08016,KEGG
rxn07807,R08017,KEGG
rxn07808,R08018,KEGG
rxn07809,R08019,KEGG
rxn07811,R08021,KEGG
rxn07812,R08022,KEGG
rxn07813,R08023,KEGG
rxn07814,R08024,KEGG
rxn07815,R08025,KEGG
rxn07816,R08026,KEGG
rxn07817,R08027,KEGG
rxn07818,R08028,KEGG
rxn07819,R08029,KEGG
rxn07820,R08030,KEGG
rxn07821,R08031,KEGG
rxn07822,R08032,KEGG
rxn07823,R08033,KEGG
rxn07824,R08034,KEGG
rxn07825,R08035,KEGG
rxn07826,R08036,KEGG
rxn07830,R08040,KEGG
rxn07831,R08041,KEGG
rxn07832,R08042,KEGG
rxn07833,R08043,KEGG
rxn07834,R08044,KEGG
rxn07835,R08045,KEGG
rxn07836,R08046,KEGG
rxn07837,R08047,KEGG
rxn07838,R08048,KEGG
rxn07839,R08049,KEGG
rxn07840,R08050,KEGG
rxn07841,R08051,KEGG
rxn07842,R08052,KEGG
rxn07845,R08056,KEGG
rxn07846,R08057,KEGG
rxn07847,R08058,KEGG
rxn07848,R08059,KEGG
rxn07849,R08060,KEGG
rxn07850,R08061,KEGG
rxn07851,R08062,KEGG
rxn07852,R08063,KEGG
rxn07856,R08067,KEGG
rxn07858,R08069,KEGG
rxn07860,R08071,KEGG
rxn07861,R08072,KEGG
rxn07862,R08073,KEGG
rxn07863,R08074,KEGG
rxn07864,R08075,KEGG
rxn07865,R08076,KEGG
rxn07866,R08077,KEGG
rxn07867,R08078,KEGG
rxn07868,R08079,KEGG
rxn07869,R08080,KEGG
rxn07870,R08081,KEGG
rxn07871,R08082,KEGG
rxn07872,R08083,KEGG
rxn07873,R08084,KEGG
rxn07874,R08085,KEGG
rxn07875,R08086,KEGG
rxn07876,R08087,KEGG
rxn07877,R08088,KEGG
rxn07878,R08089,KEGG
rxn07879,R08090,KEGG
rxn07880,R08091,KEGG
rxn07881,R08092,KEGG
rxn07882,R08093,KEGG
rxn07883,R08094,KEGG
rxn07884,R08095,KEGG
rxn07885,R08096,KEGG
rxn07886,R08097,KEGG
rxn07887,R08098,KEGG
rxn07888,R08099,KEGG
rxn07889,R08100,KEGG
rxn07890,R08101,KEGG
rxn07891,R08102,KEGG
rxn07892,R08103,KEGG
rxn07893,R08104,KEGG
rxn07894,R08105,KEGG
rxn07895,R08106,KEGG
rxn07896,R08108,KEGG
rxn07897,R08109,KEGG
rxn07898,R08110,KEGG
rxn07899,R08111,KEGG
rxn07900,R08112,KEGG
rxn07901,R08113,KEGG
rxn07902,R08114,KEGG
rxn07903,R08115,KEGG
rxn07904,R08116,KEGG
rxn07905,R08117,KEGG
rxn07906,R08118,KEGG
rxn07907,R08119,KEGG
rxn07908,R08120,KEGG
rxn07909,R08121,KEGG
rxn07910,R08122,KEGG
rxn07911,R08123,KEGG
rxn07970,R08880,KEGG
rxn08040,R08856,KEGG
rxn08043,R08648,KEGG
rxn08044,R08555,KEGG
rxn08094,R08549,KEGG
rxn08113,R09030,KEGG
rxn08118,R09031,KEGG
rxn08126,R01555,KEGG
rxn08126,R06040,KEGG
rxn08126,R07516,KEGG
rxn08127,R01555,KEGG
rxn08127,R06040,KEGG
rxn08127,R07516,KEGG
rxn08128,R01555,KEGG
rxn08128,R06040,KEGG
rxn08128,R07516,KEGG
rxn08137,R09880,KEGG
rxn08179,R10127,KEGG
rxn08194,R01492,KEGG
rxn08254,R10644,KEGG
rxn08258,R10675,KEGG
rxn08277,R10079,KEGG
rxn08345,R08878,KEGG
rxn08347,R08879,KEGG
rxn08352,R08210,KEGG
rxn08433,R08158,KEGG
rxn08434,R08159,KEGG
rxn08438,R08157,KEGG
rxn08444,R08174,KEGG
rxn08458,R09748,KEGG
rxn08459,R09520,KEGG
rxn08468,R10206,KEGG
rxn08521,R09750,KEGG
rxn08571,R10622,KEGG
rxn08647,R08572,KEGG
rxn08659,R09796,KEGG
rxn08707,R07411,KEGG
rxn08756,R08209,KEGG
rxn08766,R10707,KEGG
rxn08861,R09482,KEGG
rxn08884,R09645,KEGG
rxn08981,R01724,KEGG
rxn09037,R09248,KEGG
rxn09177,R04231,KEGG
rxn09188,R10507,KEGG
rxn09244,R08219,KEGG
rxn09320,R09675,KEGG
rxn09345,R06447,KEGG
rxn09397,R06051,KEGG
rxn09400,R06020,KEGG
rxn09401,R02333,KEGG
rxn09401,R06241,KEGG
rxn09456,R08163,KEGG
rxn09519,R03542,KEGG
rxn09532,R10747,KEGG
rxn09611,R06204,KEGG
rxn09944,R09097,KEGG
rxn09953,R09524,KEGG
rxn09954,R10563,KEGG
rxn09991,R07584,KEGG
rxn09995,R06203,KEGG
rxn10425,R08323,KEGG
rxn10432,R08198,KEGG
rxn10434,R08213,KEGG
rxn10468,R10393,KEGG
rxn10469,R10396,KEGG
rxn10475,R08217,KEGG
rxn10476,R05227,KEGG
rxn10504,R09375,KEGG
rxn10505,R09376,KEGG
rxn10506,R09377,KEGG
rxn10534,R03905,KEGG
rxn10543,R09594,KEGG
rxn10568,R09098,KEGG
rxn10594,R10555,KEGG
rxn10595,R10392,KEGG
rxn10596,R10395,KEGG
rxn10609,R06531,KEGG
rxn10613,R09124,KEGG
rxn10770,R08557,KEGG
rxn10785,R09249,KEGG
rxn10902,R10520,KEGG
rxn11033,R07394,KEGG
rxn11040,R10221,KEGG
rxn11156,R02964,KEGG
rxn11244,R01100,KEGG
rxn11244,R06114,KEGG
rxn11245,R10052,KEGG
rxn11276,R00573,KEGG
rxn11300,R00086,KEGG
rxn11300,R10531,KEGG
rxn11357,R00188,KEGG
rxn11409,R10142,KEGG
rxn11475,R03871,KEGG
rxn11508,R07642,KEGG
rxn11510,R08124,KEGG
rxn11511,R08125,KEGG
rxn11512,R08126,KEGG
rxn11513,R08127,KEGG
rxn11514,R08128,KEGG
rxn11515,R08129,KEGG
rxn11516,R08130,KEGG
rxn11517,R08131,KEGG
rxn11518,R08132,KEGG
rxn11519,R08133,KEGG
rxn11520,R08134,KEGG
rxn11521,R08135,KEGG
rxn11522,R08136,KEGG
rxn11523,R08137,KEGG
rxn11524,R08138,KEGG
rxn11525,R08139,KEGG
rxn11526,R08140,KEGG
rxn11527,R08141,KEGG
rxn11528,R08142,KEGG
rxn11529,R08143,KEGG
rxn11530,R08144,KEGG
rxn11531,R08145,KEGG
rxn11532,R08146,KEGG
rxn11533,R08147,KEGG
rxn11534,R08148,KEGG
rxn11535,R08149,KEGG
rxn11536,R08150,KEGG
rxn11537,R08151,KEGG
rxn11538,R08152,KEGG
rxn11539,R08153,KEGG
rxn11540,R08154,KEGG
rxn11541,R08155,KEGG
rxn11542,R08156,KEGG
rxn11548,R00597,KEGG
rxn11549,R00598,KEGG
rxn11550,R00600,KEGG
rxn11551,R01093,KEGG
rxn11552,R01095,KEGG
rxn11553,R01328,KEGG
rxn11555,R01407,KEGG
rxn11556,R01452,KEGG
rxn11557,R01454,KEGG
rxn11558,R01474,KEGG
rxn11559,R01709,KEGG
rxn11560,R02339,KEGG
rxn11561,R02715,KEGG
rxn11562,R02723,KEGG
rxn11563,R02724,KEGG
rxn11564,R02917,KEGG
rxn11565,R02993,KEGG
rxn11566,R03079,KEGG
rxn11567,R03355,KEGG
rxn11567,R06099,KEGG
rxn11568,R03356,KEGG
rxn11569,R03494,KEGG
rxn11570,R03577,KEGG
rxn11571,R03596,KEGG
rxn11573,R03823,KEGG
rxn11574,R03824,KEGG
rxn11575,R03829,KEGG
rxn11576,R03841,KEGG
rxn11577,R03867,KEGG
rxn11578,R03870,KEGG
rxn11579,R03880,KEGG
rxn11580,R03904,KEGG
rxn11581,R03924,KEGG
rxn11582,R03927,KEGG
rxn11583,R03933,KEGG
rxn11584,R03979,KEGG
rxn11585,R04011,KEGG
rxn11586,R04012,KEGG
rxn11587,R04019,KEGG
rxn11588,R04024,KEGG
rxn11590,R04072,KEGG
rxn11591,R04081,KEGG
rxn11592,R04085,KEGG
rxn11593,R04178,KEGG
rxn11595,R04212,KEGG
rxn11596,R04282,KEGG
rxn11597,R04283,KEGG
rxn11598,R04313,KEGG
rxn11599,R04318,KEGG
rxn11601,R04384,KEGG
rxn11604,R04411,KEGG
rxn11605,R04412,KEGG
rxn11607,R04459,KEGG
rxn11608,R04461,KEGG
rxn11609,R04470,KEGG
rxn11610,R04488,KEGG
rxn11611,R04578,KEGG
rxn11612,R04633,KEGG
rxn11612,R06010,KEGG
rxn11613,R04636,KEGG
rxn11614,R04676,KEGG
rxn11615,R04693,KEGG
rxn11618,R04769,KEGG
rxn11619,R04786,KEGG
rxn11620,R04787,KEGG
rxn11621,R04790,KEGG
rxn11622,R04791,KEGG
rxn11623,R04794,KEGG
rxn11624,R04799,KEGG
rxn11625,R04801,KEGG
rxn11626,R04803,KEGG
rxn11627,R04854,KEGG
rxn11628,R04855,KEGG
rxn11630,R04879,KEGG
rxn11631,R04904,KEGG
rxn11632,R04913,KEGG
rxn11633,R04931,KEGG
rxn11634,R04933,KEGG
rxn11637,R04940,KEGG
rxn11638,R04947,KEGG
rxn11640,R04978,KEGG
rxn11642,R04985,KEGG
rxn11643,R05000,KEGG
rxn11645,R05072,KEGG
rxn11646,R05083,KEGG
rxn11648,R05152,KEGG
rxn11650,R05218,KEGG
rxn11651,R05316,KEGG
rxn11652,R05352,KEGG
rxn11653,R05418,KEGG
rxn11654,R05422,KEGG
rxn11655,R05423,KEGG
rxn11656,R05425,KEGG
rxn11657,R05426,KEGG
rxn11658,R05545,KEGG
rxn11659,R05695,KEGG
rxn11660,R05697,KEGG
rxn11661,R05734,KEGG
rxn11662,R05822,KEGG
rxn11663,R05837,KEGG
rxn11664,R05840,KEGG
rxn11665,R06268,KEGG
rxn11666,R06269,KEGG
rxn11667,R06270,KEGG
rxn11668,R06409,KEGG
rxn11669,R06410,KEGG
rxn11670,R06541,KEGG
rxn11671,R06542,KEGG
rxn11672,R06543,KEGG
rxn11673,R06585,KEGG
rxn11674,R06632,KEGG
rxn11676,R07226,KEGG
rxn11677,R07227,KEGG
rxn11678,R07228,KEGG
rxn11679,R07278,KEGG
rxn11680,R07353,KEGG
rxn11681,R07499,KEGG
rxn11682,R07507,KEGG
rxn11683,R07509,KEGG
rxn11684,R07652,KEGG
rxn11686,R07687,KEGG
rxn11687,R07791,KEGG
rxn11688,R07792,KEGG
rxn11689,R07835,KEGG
rxn11690,R08020,KEGG
rxn11691,R08037,KEGG
rxn11692,R08038,KEGG
rxn11694,R08064,KEGG
rxn11695,R08065,KEGG
rxn11696,R08070,KEGG
rxn11699,R08162,KEGG
rxn11700,R08163,KEGG
rxn11701,R08164,KEGG
rxn11702,R08165,KEGG
rxn11703,R08166,KEGG
rxn11704,R08167,KEGG
rxn11710,R08175,KEGG
rxn11711,R08176,KEGG
rxn11712,R08177,KEGG
rxn11713,R08178,KEGG
rxn11714,R08179,KEGG
rxn11715,R08180,KEGG
rxn11716,R08181,KEGG
rxn11717,R08182,KEGG
rxn11718,R08183,KEGG
rxn11719,R08184,KEGG
rxn11720,R08185,KEGG
rxn11721,R08186,KEGG
rxn11722,R08187,KEGG
rxn11723,R08188,KEGG
rxn11724,R08189,KEGG
rxn11725,R08190,KEGG
rxn11726,R08191,KEGG
rxn11727,R08192,KEGG
rxn11728,R08194,KEGG
rxn11729,R08195,KEGG
rxn11730,R08196,KEGG
rxn11731,R08197,KEGG
rxn11732,R08198,KEGG
rxn11733,R08199,KEGG
rxn11734,R08200,KEGG
rxn11735,R08201,KEGG
rxn11737,R08203,KEGG
rxn11738,R08204,KEGG
rxn11739,R08205,KEGG
rxn11740,R08206,KEGG
rxn11741,R08207,KEGG
rxn11742,R08208,KEGG
rxn11743,R08211,KEGG
rxn11744,R08212,KEGG
rxn11745,R08214,KEGG
rxn11746,R08215,KEGG
rxn11747,R08218,KEGG
rxn11749,R08221,KEGG
rxn11750,R08222,KEGG
rxn11751,R08223,KEGG
rxn11752,R08224,KEGG
rxn11754,R08226,KEGG
rxn11755,R08227,KEGG
rxn11756,R08228,KEGG
rxn11757,R08229,KEGG
rxn11758,R08230,KEGG
rxn11759,R08231,KEGG
rxn11760,R08232,KEGG
rxn11761,R08233,KEGG
rxn11762,R08234,KEGG
rxn11763,R08235,KEGG
rxn11765,R08237,KEGG
rxn11766,R08238,KEGG
rxn11767,R08239,KEGG
rxn11768,R08240,KEGG
rxn11771,R08243,KEGG
rxn11772,R08244,KEGG
rxn11773,R08245,KEGG
rxn11774,R08246,KEGG
rxn11775,R08247,KEGG
rxn11776,R08248,KEGG
rxn11777,R08249,KEGG
rxn11778,R08250,KEGG
rxn11779,R08251,KEGG
rxn11780,R08252,KEGG
rxn11781,R08253,KEGG
rxn11782,R08254,KEGG
rxn11784,R08256,KEGG
rxn11787,R08259,KEGG
rxn11788,R08260,KEGG
rxn11789,R08261,KEGG
rxn11790,R08262,KEGG
rxn11791,R08263,KEGG
rxn11794,R08266,KEGG
rxn11795,R08267,KEGG
rxn11796,R08268,KEGG
rxn11797,R08269,KEGG
rxn11798,R08270,KEGG
rxn11799,R08271,KEGG
rxn11800,R08272,KEGG
rxn11801,R08273,KEGG
rxn11802,R08274,KEGG
rxn11803,R08275,KEGG
rxn11804,R08276,KEGG
rxn11805,R08277,KEGG
rxn11806,R08278,KEGG
rxn11807,R08279,KEGG
rxn11808,R08280,KEGG
rxn11809,R08281,KEGG
rxn11810,R08282,KEGG
rxn11811,R08283,KEGG
rxn11812,R08284,KEGG
rxn11813,R08285,KEGG
rxn11814,R08286,KEGG
rxn11815,R08287,KEGG
rxn11816,R08288,KEGG
rxn11817,R08289,KEGG
rxn11818,R08290,KEGG
rxn11819,R08291,KEGG
rxn11820,R08292,KEGG
rxn11821,R08293,KEGG
rxn11822,R08294,KEGG
rxn11824,R08296,KEGG
rxn11825,R08297,KEGG
rxn11826,R08298,KEGG
rxn11827,R08299,KEGG
rxn11828,R08300,KEGG
rxn11829,R08301,KEGG
rxn11831,R08303,KEGG
rxn11832,R08304,KEGG
rxn11834,R08306,KEGG
rxn11835,R08307,KEGG
rxn11837,R08309,KEGG
rxn11838,R08310,KEGG
rxn11840,R08312,KEGG
rxn11841,R08313,KEGG
rxn11842,R08314,KEGG
rxn11843,R08315,KEGG
rxn11844,R08316,KEGG
rxn11845,R08317,KEGG
rxn11846,R08318,KEGG
rxn11847,R08319,KEGG
rxn11848,R08320,KEGG
rxn11849,R08321,KEGG
rxn11850,R08322,KEGG
rxn11851,R08324,KEGG
rxn11852,R08325,KEGG
rxn11853,R08326,KEGG
rxn11854,R08327,KEGG
rxn11855,R08328,KEGG
rxn11856,R08329,KEGG
rxn11857,R08330,KEGG
rxn11858,R08331,KEGG
rxn11859,R08332,KEGG
rxn11860,R08333,KEGG
rxn11861,R08334,KEGG
rxn11862,R08335,KEGG
rxn11863,R08336,KEGG
rxn11864,R08337,KEGG
rxn11865,R08338,KEGG
rxn11866,R08339,KEGG
rxn11867,R08340,KEGG
rxn11868,R08341,KEGG
rxn11869,R08342,KEGG
rxn11870,R08343,KEGG
rxn11871,R08344,KEGG
rxn11872,R08345,KEGG
rxn11875,R08348,KEGG
rxn11876,R08349,KEGG
rxn11877,R08365,KEGG
rxn11878,R08366,KEGG
rxn11879,R08367,KEGG
rxn11880,R08369,KEGG
rxn11883,R08372,KEGG
rxn11885,R08374,KEGG
rxn11886,R08375,KEGG
rxn11887,R08376,KEGG
rxn11888,R08377,KEGG
rxn11889,R08378,KEGG
rxn11890,R08379,KEGG
rxn11891,R08380,KEGG
rxn11892,R08381,KEGG
rxn11893,R08382,KEGG
rxn11894,R08383,KEGG
rxn11895,R08384,KEGG
rxn11896,R08385,KEGG
rxn11897,R08387,KEGG
rxn11898,R08388,KEGG
rxn11899,R08389,KEGG
rxn11900,R08390,KEGG
rxn11901,R08391,KEGG
rxn11902,R08392,KEGG
rxn11903,R08393,KEGG
rxn11904,R08394,KEGG
rxn11907,R08397,KEGG
rxn11908,R08398,KEGG
rxn11909,R08399,KEGG
rxn11910,R08401,KEGG
rxn11911,R08402,KEGG
rxn11912,R08403,KEGG
rxn11913,R08404,KEGG
rxn11914,R08405,KEGG
rxn11915,R08406,KEGG
rxn11916,R08407,KEGG
rxn11917,R08408,KEGG
rxn11934,R08553,KEGG
rxn11946,R05614,KEGG
rxn11947,R00002,KEGG
rxn11949,R00153,KEGG
rxn11950,R00171,KEGG
rxn11951,R00594,KEGG
rxn11953,R01723,KEGG
rxn11954,R01840,KEGG
rxn11955,R01940,KEGG
rxn11956,R02351,KEGG
rxn11958,R02501,KEGG
rxn11959,R02550,KEGG
rxn11960,R02571,KEGG
rxn11961,R02648,KEGG
rxn11962,R02670,KEGG
rxn11964,R02681,KEGG
rxn11965,R02780,KEGG
rxn11965,R06229,KEGG
rxn11966,R02799,KEGG
rxn11967,R02824,KEGG
rxn11968,R02851,KEGG
rxn11969,R02905,KEGG
rxn11970,R02912,KEGG
rxn11971,R02950,KEGG
rxn11972,R02962,KEGG
rxn11973,R03071,KEGG
rxn11975,R03087,KEGG
rxn11977,R03107,KEGG
rxn11978,R03146,KEGG
rxn11979,R03149,KEGG
rxn11980,R03263,KEGG
rxn11981,R03311,KEGG
rxn11982,R03329,KEGG
rxn11983,R03533,KEGG
rxn11984,R03552,KEGG
rxn11985,R03568,KEGG
rxn11986,R03597,KEGG
rxn11987,R03600,KEGG
rxn11988,R03618,KEGG
rxn11989,R03624,KEGG
rxn11990,R03677,KEGG
rxn11991,R03678,KEGG
rxn11992,R03697,KEGG
rxn11993,R03706,KEGG
rxn11994,R03816,KEGG
rxn11995,R03817,KEGG
rxn11996,R03862,KEGG
rxn11997,R03916,KEGG
rxn11998,R04158,KEGG
rxn11999,R04504,KEGG
rxn12000,R04759,KEGG
rxn12001,R04761,KEGG
rxn12002,R04850,KEGG
rxn12003,R04951,KEGG
rxn12004,R05098,KEGG
rxn12005,R05144,KEGG
rxn12006,R05183,KEGG
rxn12007,R05346,KEGG
rxn12008,R05611,KEGG
rxn12009,R05625,KEGG
rxn12011,R06500,KEGG
rxn12012,R06669,KEGG
rxn12013,R07180,KEGG
rxn12015,R07948,KEGG
rxn12017,R08161,KEGG
rxn12018,R08168,KEGG
rxn12019,R08170,KEGG
rxn12020,R08171,KEGG
rxn12021,R08172,KEGG
rxn12022,R08173,KEGG
rxn12023,R08220,KEGG
rxn12024,R08225,KEGG
rxn12025,R08241,KEGG
rxn12026,R08242,KEGG
rxn12027,R08252,KEGG
rxn12028,R08255,KEGG
rxn12029,R08257,KEGG
rxn12030,R08258,KEGG
rxn12031,R08264,KEGG
rxn12032,R08265,KEGG
rxn12033,R08295,KEGG
rxn12034,R08302,KEGG
rxn12035,R08305,KEGG
rxn12036,R08308,KEGG
rxn12037,R08311,KEGG
rxn12038,R08346,KEGG
rxn12039,R08347,KEGG
rxn12040,R08350,KEGG
rxn12041,R08351,KEGG
rxn12042,R08352,KEGG
rxn12043,R08353,KEGG
rxn12044,R08354,KEGG
rxn12045,R08355,KEGG
rxn12046,R08356,KEGG
rxn12047,R08357,KEGG
rxn12048,R08358,KEGG
rxn12049,R08359,KEGG
rxn12050,R08360,KEGG
rxn12051,R08361,KEGG
rxn12052,R08362,KEGG
rxn12053,R08363,KEGG
rxn12054,R08364,KEGG
rxn12055,R08371,KEGG
rxn12056,R08373,KEGG
rxn12057,R08395,KEGG
rxn12058,R08396,KEGG
rxn12059,R08409,KEGG
rxn12060,R08410,KEGG
rxn12061,R08411,KEGG
rxn12062,R08412,KEGG
rxn12063,R08413,KEGG
rxn12064,R08414,KEGG
rxn12065,R08415,KEGG
rxn12066,R08416,KEGG
rxn12067,R08417,KEGG
rxn12068,R08418,KEGG
rxn12069,R08419,KEGG
rxn12070,R08420,KEGG
rxn12071,R08421,KEGG
rxn12072,R08422,KEGG
rxn12073,R08423,KEGG
rxn12074,R08424,KEGG
rxn12075,R08425,KEGG
rxn12076,R08426,KEGG
rxn12077,R08427,KEGG
rxn12078,R08431,KEGG
rxn12079,R08432,KEGG
rxn12080,R08433,KEGG
rxn12081,R08434,KEGG
rxn12082,R08435,KEGG
rxn12083,R08436,KEGG
rxn12084,R08437,KEGG
rxn12085,R08439,KEGG
rxn12086,R08440,KEGG
rxn12087,R08441,KEGG
rxn12088,R08442,KEGG
rxn12089,R08443,KEGG
rxn12090,R08444,KEGG
rxn12091,R08445,KEGG
rxn12092,R08446,KEGG
rxn12093,R08447,KEGG
rxn12094,R08448,KEGG
rxn12095,R08449,KEGG
rxn12096,R08450,KEGG
rxn12098,R08452,KEGG
rxn12099,R08453,KEGG
rxn12100,R08454,KEGG
rxn12101,R08455,KEGG
rxn12102,R08456,KEGG
rxn12103,R08457,KEGG
rxn12104,R08458,KEGG
rxn12105,R08459,KEGG
rxn12106,R08460,KEGG
rxn12107,R08461,KEGG
rxn12108,R08463,KEGG
rxn12109,R08464,KEGG
rxn12110,R08465,KEGG
rxn12111,R08466,KEGG
rxn12112,R08467,KEGG
rxn12113,R08468,KEGG
rxn12114,R08469,KEGG
rxn12115,R08470,KEGG
rxn12116,R08471,KEGG
rxn12117,R08472,KEGG
rxn12118,R08473,KEGG
rxn12119,R08474,KEGG
rxn12120,R08475,KEGG
rxn12121,R08476,KEGG
rxn12122,R08477,KEGG
rxn12123,R08478,KEGG
rxn12124,R08479,KEGG
rxn12125,R08480,KEGG
rxn12126,R08481,KEGG
rxn12127,R08482,KEGG
rxn12128,R08484,KEGG
rxn12129,R08485,KEGG
rxn12130,R08486,KEGG
rxn12131,R08487,KEGG
rxn12132,R08488,KEGG
rxn12133,R08489,KEGG
rxn12134,R08490,KEGG
rxn12135,R08491,KEGG
rxn12138,R08495,KEGG
rxn12139,R08496,KEGG
rxn12140,R08497,KEGG
rxn12141,R08498,KEGG
rxn12143,R08500,KEGG
rxn12144,R08501,KEGG
rxn12145,R08502,KEGG
rxn12146,R08503,KEGG
rxn12147,R08603,KEGG
rxn12149,R08506,KEGG
rxn12150,R08507,KEGG
rxn12151,R08508,KEGG
rxn12152,R08509,KEGG
rxn12153,R08510,KEGG
rxn12154,R01201,KEGG
rxn12154,R01206,KEGG
rxn12154,R01207,KEGG
rxn12154,R01408,KEGG
rxn12154,R01410,KEGG
rxn12154,R01811,KEGG
rxn12154,R01966,KEGG
rxn12154,R07779,KEGG
rxn12154,R08511,KEGG
rxn12155,R08512,KEGG
rxn12156,R08513,KEGG
rxn12157,R08514,KEGG
rxn12158,R08515,KEGG
rxn12159,R08516,KEGG
rxn12160,R08517,KEGG
rxn12161,R08518,KEGG
rxn12162,R08519,KEGG
rxn12163,R08520,KEGG
rxn12164,R08521,KEGG
rxn12165,R08522,KEGG
rxn12166,R08523,KEGG
rxn12167,R08524,KEGG
rxn12168,R08525,KEGG
rxn12169,R08527,KEGG
rxn12170,R08529,KEGG
rxn12171,R08530,KEGG
rxn12172,R08531,KEGG
rxn12173,R08532,KEGG
rxn12174,R08533,KEGG
rxn12175,R08534,KEGG
rxn12176,R08535,KEGG
rxn12177,R08536,KEGG
rxn12178,R08537,KEGG
rxn12179,R08538,KEGG
rxn12180,R08539,KEGG
rxn12181,R08540,KEGG
rxn12182,R08541,KEGG
rxn12183,R08542,KEGG
rxn12185,R08544,KEGG
rxn12186,R08545,KEGG
rxn12187,R08546,KEGG
rxn12188,R08548,KEGG
rxn12189,R08550,KEGG
rxn12190,R08551,KEGG
rxn12191,R08558,KEGG
rxn12193,R10170,KEGG
rxn12204,R08639,KEGG
rxn12206,R09483,KEGG
rxn12210,R03145,KEGG
rxn12217,R09093,KEGG
rxn12296,R02165,KEGG
rxn12303,R06043,KEGG
rxn12510,R03018,KEGG
rxn12512,R04230,KEGG
rxn12649,R00940,KEGG
rxn12746,R08764,KEGG
rxn12748,R09126,KEGG
rxn12749,R09125,KEGG
rxn12822,R00021,KEGG
rxn12823,R00993,KEGG
rxn13010,R03363,KEGG
rxn13134,R02088,KEGG
rxn13186,R02175,KEGG
rxn13251,R01867,KEGG
rxn13385,R09087,KEGG
rxn13388,R09076,KEGG
rxn13400,R08766,KEGG
rxn13477,R09245,KEGG
rxn13771,R10517,KEGG
rxn13801,R08956,KEGG
rxn13802,R01150,KEGG
rxn13808,R00787,KEGG
rxn13860,R08939,KEGG
rxn13914,R04617,KEGG
rxn13930,R05706,KEGG
rxn13931,R05646,KEGG
rxn13932,R07411,KEGG
rxn13933,R00758,KEGG
rxn13937,R05645,KEGG
rxn13937,R09768,KEGG
rxn13939,R05706,KEGG
rxn13940,R05644,KEGG
