#source,ID
bigg.reaction:PLA2PC_LNA_ALNA_c,MNXR160884
bigg.reaction:R_PLA2PC_LNA_ALNA_c,MNXR160884
bigg.reaction:PLA2PC_LNA_ARA_c,MNXR160885
bigg.reaction:R_PLA2PC_LNA_ARA_c,MNXR160885
bigg.reaction:PLA2PC_LNA_DHA_c,MNXR160886
bigg.reaction:R_PLA2PC_LNA_DHA_c,MNXR160886
bigg.reaction:PLA2PC_LNA_EPA_c,MNXR160887
bigg.reaction:R_PLA2PC_LNA_EPA_c,MNXR160887
bigg.reaction:PLA2PC_LNA_GLNA_c,MNXR160888
bigg.reaction:R_PLA2PC_LNA_GLNA_c,MNXR160888
bigg.reaction:PLA2PC_LNA_HDE_c,MNXR160889
bigg.reaction:R_PLA2PC_LNA_HDE_c,MNXR160889
bigg.reaction:PLA2PC_LNA_LNA_c,MNXR160890
bigg.reaction:R_PLA2PC_LNA_LNA_c,MNXR160890
bigg.reaction:PLA2PC_LNA_MYRS_c,MNXR160891
bigg.reaction:R_PLA2PC_LNA_MYRS_c,MNXR160891
bigg.reaction:PLA2PC_LNA_OLE_c,MNXR160892
bigg.reaction:R_PLA2PC_LNA_OLE_c,MNXR160892
bigg.reaction:PLA2PC_LNA_PALM_c,MNXR160893
bigg.reaction:R_PLA2PC_LNA_PALM_c,MNXR160893
bigg.reaction:PLA2PC_LNA_STA_c,MNXR160894
bigg.reaction:R_PLA2PC_LNA_STA_c,MNXR160894
bigg.reaction:PLA2PC_LNA_STC_c,MNXR160895
bigg.reaction:R_PLA2PC_LNA_STC_c,MNXR160895
bigg.reaction:PLA2PC_MYRS_ALNA_c,MNXR160896
bigg.reaction:R_PLA2PC_MYRS_ALNA_c,MNXR160896
bigg.reaction:PLA2PC_MYRS_ARA_c,MNXR160897
bigg.reaction:R_PLA2PC_MYRS_ARA_c,MNXR160897
bigg.reaction:PLA2PC_MYRS_DHA_c,MNXR160898
bigg.reaction:R_PLA2PC_MYRS_DHA_c,MNXR160898
bigg.reaction:PLA2PC_MYRS_EPA_c,MNXR160899
bigg.reaction:R_PLA2PC_MYRS_EPA_c,MNXR160899
bigg.reaction:PLA2PC_MYRS_GLNA_c,MNXR160900
bigg.reaction:R_PLA2PC_MYRS_GLNA_c,MNXR160900
bigg.reaction:PLA2PC_MYRS_HDE_c,MNXR160901
bigg.reaction:R_PLA2PC_MYRS_HDE_c,MNXR160901
bigg.reaction:PLA2PC_MYRS_LNA_c,MNXR160902
bigg.reaction:R_PLA2PC_MYRS_LNA_c,MNXR160902
bigg.reaction:PLA2PC_MYRS_MYRS_c,MNXR160903
bigg.reaction:R_PLA2PC_MYRS_MYRS_c,MNXR160903
bigg.reaction:PLA2PC_MYRS_OLE_c,MNXR160904
bigg.reaction:R_PLA2PC_MYRS_OLE_c,MNXR160904
bigg.reaction:PLA2PC_MYRS_PALM_c,MNXR160905
bigg.reaction:R_PLA2PC_MYRS_PALM_c,MNXR160905
bigg.reaction:PLA2PC_MYRS_STA_c,MNXR160906
bigg.reaction:R_PLA2PC_MYRS_STA_c,MNXR160906
bigg.reaction:PLA2PC_MYRS_STC_c,MNXR160907
bigg.reaction:R_PLA2PC_MYRS_STC_c,MNXR160907
bigg.reaction:PLA2PC_OLE_ALNA_c,MNXR160908
bigg.reaction:R_PLA2PC_OLE_ALNA_c,MNXR160908
bigg.reaction:PLA2PC_OLE_ARA_c,MNXR160909
bigg.reaction:R_PLA2PC_OLE_ARA_c,MNXR160909
bigg.reaction:PLA2PC_OLE_DHA_c,MNXR160910
bigg.reaction:R_PLA2PC_OLE_DHA_c,MNXR160910
bigg.reaction:PLA2PC_OLE_EPA_c,MNXR160911
bigg.reaction:R_PLA2PC_OLE_EPA_c,MNXR160911
bigg.reaction:PLA2PC_OLE_GLNA_c,MNXR160912
bigg.reaction:R_PLA2PC_OLE_GLNA_c,MNXR160912
bigg.reaction:PLA2PC_OLE_HDE_c,MNXR160913
bigg.reaction:R_PLA2PC_OLE_HDE_c,MNXR160913
bigg.reaction:PLA2PC_OLE_LNA_c,MNXR160914
bigg.reaction:R_PLA2PC_OLE_LNA_c,MNXR160914
bigg.reaction:PLA2PC_OLE_MYRS_c,MNXR160915
bigg.reaction:R_PLA2PC_OLE_MYRS_c,MNXR160915
bigg.reaction:PLA2PC_OLE_OLE_c,MNXR160916
bigg.reaction:R_PLA2PC_OLE_OLE_c,MNXR160916
bigg.reaction:PLA2PC_OLE_PALM_c,MNXR160917
bigg.reaction:R_PLA2PC_OLE_PALM_c,MNXR160917
bigg.reaction:PLA2PC_OLE_STA_c,MNXR160918
bigg.reaction:R_PLA2PC_OLE_STA_c,MNXR160918
bigg.reaction:PLA2PC_OLE_STC_c,MNXR160919
bigg.reaction:R_PLA2PC_OLE_STC_c,MNXR160919
bigg.reaction:PLA2PC_PALM_ALNA_c,MNXR160920
bigg.reaction:R_PLA2PC_PALM_ALNA_c,MNXR160920
bigg.reaction:PLA2PC_PALM_ARA_c,MNXR160921
bigg.reaction:R_PLA2PC_PALM_ARA_c,MNXR160921
bigg.reaction:PLA2PC_PALM_DHA_c,MNXR160922
bigg.reaction:R_PLA2PC_PALM_DHA_c,MNXR160922
bigg.reaction:PLA2PC_PALM_EPA_c,MNXR160923
bigg.reaction:R_PLA2PC_PALM_EPA_c,MNXR160923
bigg.reaction:PLA2PC_PALM_GLNA_c,MNXR160924
bigg.reaction:R_PLA2PC_PALM_GLNA_c,MNXR160924
bigg.reaction:PLA2PC_PALM_HDE_c,MNXR160925
bigg.reaction:R_PLA2PC_PALM_HDE_c,MNXR160925
bigg.reaction:PLA2PC_PALM_LNA_c,MNXR160926
bigg.reaction:R_PLA2PC_PALM_LNA_c,MNXR160926
bigg.reaction:PLA2PC_PALM_MYRS_c,MNXR160927
bigg.reaction:R_PLA2PC_PALM_MYRS_c,MNXR160927
bigg.reaction:PLA2PC_PALM_OLE_c,MNXR160928
bigg.reaction:R_PLA2PC_PALM_OLE_c,MNXR160928
bigg.reaction:PLA2PC_PALM_PALM_c,MNXR160929
bigg.reaction:R_PLA2PC_PALM_PALM_c,MNXR160929
bigg.reaction:PLA2PC_PALM_STA_c,MNXR160930
bigg.reaction:R_PLA2PC_PALM_STA_c,MNXR160930
bigg.reaction:PLA2PC_PALM_STC_c,MNXR160931
bigg.reaction:R_PLA2PC_PALM_STC_c,MNXR160931
bigg.reaction:PLA2PC_STC_ALNA_c,MNXR160932
bigg.reaction:R_PLA2PC_STC_ALNA_c,MNXR160932
bigg.reaction:PLA2PC_STC_ARA_c,MNXR160933
bigg.reaction:R_PLA2PC_STC_ARA_c,MNXR160933
bigg.reaction:PLA2PC_STC_DHA_c,MNXR160934
bigg.reaction:R_PLA2PC_STC_DHA_c,MNXR160934
bigg.reaction:PLA2PC_STC_EPA_c,MNXR160935
bigg.reaction:R_PLA2PC_STC_EPA_c,MNXR160935
bigg.reaction:PLA2PC_STC_GLNA_c,MNXR160936
bigg.reaction:R_PLA2PC_STC_GLNA_c,MNXR160936
bigg.reaction:PLA2PC_STC_HDE_c,MNXR160937
bigg.reaction:R_PLA2PC_STC_HDE_c,MNXR160937
bigg.reaction:PLA2PC_STC_LNA_c,MNXR160938
bigg.reaction:R_PLA2PC_STC_LNA_c,MNXR160938
bigg.reaction:PLA2PC_STC_MYRS_c,MNXR160939
bigg.reaction:R_PLA2PC_STC_MYRS_c,MNXR160939
bigg.reaction:PLA2PC_STC_OLE_c,MNXR160940
bigg.reaction:R_PLA2PC_STC_OLE_c,MNXR160940
bigg.reaction:PLA2PC_STC_PALM_c,MNXR160941
bigg.reaction:R_PLA2PC_STC_PALM_c,MNXR160941
bigg.reaction:PLA2PC_STC_STA_c,MNXR160942
bigg.reaction:R_PLA2PC_STC_STA_c,MNXR160942
bigg.reaction:PLA2PC_STC_STC_c,MNXR160943
bigg.reaction:R_PLA2PC_STC_STC_c,MNXR160943
bigg.reaction:PLA2PE_DHA_ALNA_c,MNXR160944
bigg.reaction:R_PLA2PE_DHA_ALNA_c,MNXR160944
bigg.reaction:PLA2PE_DHA_ARA_c,MNXR160945
bigg.reaction:R_PLA2PE_DHA_ARA_c,MNXR160945
bigg.reaction:PLA2PE_DHA_DHA_c,MNXR160946
bigg.reaction:R_PLA2PE_DHA_DHA_c,MNXR160946
bigg.reaction:PLA2PE_DHA_EPA_c,MNXR160947
bigg.reaction:R_PLA2PE_DHA_EPA_c,MNXR160947
bigg.reaction:PLA2PE_DHA_GLNA_c,MNXR160948
bigg.reaction:R_PLA2PE_DHA_GLNA_c,MNXR160948
bigg.reaction:PLA2PE_DHA_HDE_c,MNXR160949
bigg.reaction:R_PLA2PE_DHA_HDE_c,MNXR160949
bigg.reaction:PLA2PE_DHA_LNA_c,MNXR160950
bigg.reaction:R_PLA2PE_DHA_LNA_c,MNXR160950
bigg.reaction:PLA2PE_DHA_MYRS_c,MNXR160951
bigg.reaction:R_PLA2PE_DHA_MYRS_c,MNXR160951
bigg.reaction:PLA2PE_DHA_OLE_c,MNXR160952
bigg.reaction:R_PLA2PE_DHA_OLE_c,MNXR160952
bigg.reaction:PLA2PE_DHA_PALM_c,MNXR160953
bigg.reaction:R_PLA2PE_DHA_PALM_c,MNXR160953
bigg.reaction:PLA2PE_DHA_STC_c,MNXR160954
bigg.reaction:R_PLA2PE_DHA_STC_c,MNXR160954
bigg.reaction:PLA2PE_EPA_ALNA_c,MNXR160955
bigg.reaction:R_PLA2PE_EPA_ALNA_c,MNXR160955
bigg.reaction:PLA2PE_EPA_ARA_c,MNXR160956
bigg.reaction:R_PLA2PE_EPA_ARA_c,MNXR160956
bigg.reaction:PLA2PE_EPA_DHA_c,MNXR160957
bigg.reaction:R_PLA2PE_EPA_DHA_c,MNXR160957
bigg.reaction:PLA2PE_EPA_EPA_c,MNXR160958
bigg.reaction:R_PLA2PE_EPA_EPA_c,MNXR160958
bigg.reaction:PLA2PE_EPA_GLNA_c,MNXR160959
bigg.reaction:R_PLA2PE_EPA_GLNA_c,MNXR160959
bigg.reaction:PLA2PE_EPA_HDE_c,MNXR160960
bigg.reaction:R_PLA2PE_EPA_HDE_c,MNXR160960
bigg.reaction:PLA2PE_EPA_LNA_c,MNXR160961
bigg.reaction:R_PLA2PE_EPA_LNA_c,MNXR160961
bigg.reaction:PLA2PE_EPA_MYRS_c,MNXR160962
bigg.reaction:R_PLA2PE_EPA_MYRS_c,MNXR160962
bigg.reaction:PLA2PE_EPA_OLE_c,MNXR160963
bigg.reaction:R_PLA2PE_EPA_OLE_c,MNXR160963
bigg.reaction:PLA2PE_EPA_PALM_c,MNXR160964
bigg.reaction:R_PLA2PE_EPA_PALM_c,MNXR160964
bigg.reaction:PLA2PE_EPA_STC_c,MNXR160965
bigg.reaction:R_PLA2PE_EPA_STC_c,MNXR160965
bigg.reaction:PLA2PE_HDE_ALNA_c,MNXR160966
bigg.reaction:R_PLA2PE_HDE_ALNA_c,MNXR160966
bigg.reaction:PLA2PE_HDE_ARA_c,MNXR160967
bigg.reaction:R_PLA2PE_HDE_ARA_c,MNXR160967
bigg.reaction:PLA2PE_HDE_DHA_c,MNXR160968
bigg.reaction:R_PLA2PE_HDE_DHA_c,MNXR160968
bigg.reaction:PLA2PE_HDE_EPA_c,MNXR160969
bigg.reaction:R_PLA2PE_HDE_EPA_c,MNXR160969
bigg.reaction:PLA2PE_HDE_GLNA_c,MNXR160970
bigg.reaction:R_PLA2PE_HDE_GLNA_c,MNXR160970
bigg.reaction:PLA2PE_HDE_LNA_c,MNXR160971
bigg.reaction:R_PLA2PE_HDE_LNA_c,MNXR160971
bigg.reaction:PLA2PE_HDE_MYRS_c,MNXR160972
bigg.reaction:R_PLA2PE_HDE_MYRS_c,MNXR160972
bigg.reaction:PLA2PE_HDE_OLE_c,MNXR160973
bigg.reaction:R_PLA2PE_HDE_OLE_c,MNXR160973
bigg.reaction:PLA2PE_HDE_PALM_c,MNXR160974
bigg.reaction:R_PLA2PE_HDE_PALM_c,MNXR160974
bigg.reaction:PLA2PE_HDE_STC_c,MNXR160975
bigg.reaction:R_PLA2PE_HDE_STC_c,MNXR160975
bigg.reaction:PLA2PE_LNA_ALNA_c,MNXR160976
bigg.reaction:R_PLA2PE_LNA_ALNA_c,MNXR160976
bigg.reaction:PLA2PE_LNA_ARA_c,MNXR160977
bigg.reaction:R_PLA2PE_LNA_ARA_c,MNXR160977
bigg.reaction:PLA2PE_LNA_DHA_c,MNXR160978
bigg.reaction:R_PLA2PE_LNA_DHA_c,MNXR160978
bigg.reaction:PLA2PE_LNA_EPA_c,MNXR160979
bigg.reaction:R_PLA2PE_LNA_EPA_c,MNXR160979
bigg.reaction:PLA2PE_LNA_GLNA_c,MNXR160980
bigg.reaction:R_PLA2PE_LNA_GLNA_c,MNXR160980
bigg.reaction:PLA2PE_LNA_HDE_c,MNXR160981
bigg.reaction:R_PLA2PE_LNA_HDE_c,MNXR160981
bigg.reaction:PLA2PE_LNA_LNA_c,MNXR160982
bigg.reaction:R_PLA2PE_LNA_LNA_c,MNXR160982
bigg.reaction:PLA2PE_LNA_MYRS_c,MNXR160983
bigg.reaction:R_PLA2PE_LNA_MYRS_c,MNXR160983
bigg.reaction:PLA2PE_LNA_OLE_c,MNXR160984
bigg.reaction:R_PLA2PE_LNA_OLE_c,MNXR160984
bigg.reaction:PLA2PE_LNA_PALM_c,MNXR160985
bigg.reaction:R_PLA2PE_LNA_PALM_c,MNXR160985
bigg.reaction:PLA2PE_LNA_STC_c,MNXR160986
bigg.reaction:R_PLA2PE_LNA_STC_c,MNXR160986
bigg.reaction:PLA2PE_MYRS_ALNA_c,MNXR160987
bigg.reaction:R_PLA2PE_MYRS_ALNA_c,MNXR160987
bigg.reaction:PLA2PE_MYRS_ARA_c,MNXR160988
bigg.reaction:R_PLA2PE_MYRS_ARA_c,MNXR160988
bigg.reaction:PLA2PE_MYRS_DHA_c,MNXR160989
bigg.reaction:R_PLA2PE_MYRS_DHA_c,MNXR160989
bigg.reaction:PLA2PE_MYRS_EPA_c,MNXR160990
bigg.reaction:R_PLA2PE_MYRS_EPA_c,MNXR160990
bigg.reaction:PLA2PE_MYRS_GLNA_c,MNXR160991
bigg.reaction:R_PLA2PE_MYRS_GLNA_c,MNXR160991
bigg.reaction:PLA2PE_MYRS_HDE_c,MNXR160992
bigg.reaction:R_PLA2PE_MYRS_HDE_c,MNXR160992
bigg.reaction:PLA2PE_MYRS_LNA_c,MNXR160993
bigg.reaction:R_PLA2PE_MYRS_LNA_c,MNXR160993
bigg.reaction:PLA2PE_MYRS_OLE_c,MNXR160994
bigg.reaction:R_PLA2PE_MYRS_OLE_c,MNXR160994
bigg.reaction:PLA2PE_MYRS_PALM_c,MNXR160995
bigg.reaction:R_PLA2PE_MYRS_PALM_c,MNXR160995
bigg.reaction:PLA2PE_MYRS_STC_c,MNXR160996
bigg.reaction:R_PLA2PE_MYRS_STC_c,MNXR160996
bigg.reaction:PLA2PE_OLE_ALNA_c,MNXR160997
bigg.reaction:R_PLA2PE_OLE_ALNA_c,MNXR160997
bigg.reaction:PLA2PE_OLE_ARA_c,MNXR160998
bigg.reaction:R_PLA2PE_OLE_ARA_c,MNXR160998
bigg.reaction:PLA2PE_OLE_DHA_c,MNXR160999
bigg.reaction:R_PLA2PE_OLE_DHA_c,MNXR160999
bigg.reaction:PLA2PE_OLE_EPA_c,MNXR161000
bigg.reaction:R_PLA2PE_OLE_EPA_c,MNXR161000
bigg.reaction:PLA2PE_OLE_GLNA_c,MNXR161001
bigg.reaction:R_PLA2PE_OLE_GLNA_c,MNXR161001
bigg.reaction:PLA2PE_OLE_HDE_c,MNXR161002
bigg.reaction:R_PLA2PE_OLE_HDE_c,MNXR161002
bigg.reaction:PLA2PE_OLE_LNA_c,MNXR161003
bigg.reaction:R_PLA2PE_OLE_LNA_c,MNXR161003
bigg.reaction:PLA2PE_OLE_MYRS_c,MNXR161004
bigg.reaction:R_PLA2PE_OLE_MYRS_c,MNXR161004
bigg.reaction:PLA2PE_OLE_OLE_c,MNXR161005
bigg.reaction:R_PLA2PE_OLE_OLE_c,MNXR161005
bigg.reaction:PLA2PE_OLE_PALM_c,MNXR161006
bigg.reaction:R_PLA2PE_OLE_PALM_c,MNXR161006
bigg.reaction:PLA2PE_OLE_STC_c,MNXR161007
bigg.reaction:R_PLA2PE_OLE_STC_c,MNXR161007
bigg.reaction:PLA2PE_PALM_ALNA_c,MNXR161008
bigg.reaction:R_PLA2PE_PALM_ALNA_c,MNXR161008
bigg.reaction:PLA2PE_PALM_ARA_c,MNXR161009
bigg.reaction:R_PLA2PE_PALM_ARA_c,MNXR161009
bigg.reaction:PLA2PE_PALM_DHA_c,MNXR161010
bigg.reaction:R_PLA2PE_PALM_DHA_c,MNXR161010
bigg.reaction:PLA2PE_PALM_EPA_c,MNXR161011
bigg.reaction:R_PLA2PE_PALM_EPA_c,MNXR161011
bigg.reaction:PLA2PE_PALM_GLNA_c,MNXR161012
bigg.reaction:R_PLA2PE_PALM_GLNA_c,MNXR161012
bigg.reaction:PLA2PE_PALM_HDE_c,MNXR161013
bigg.reaction:R_PLA2PE_PALM_HDE_c,MNXR161013
bigg.reaction:PLA2PE_PALM_LNA_c,MNXR161014
bigg.reaction:R_PLA2PE_PALM_LNA_c,MNXR161014
bigg.reaction:PLA2PE_PALM_MYRS_c,MNXR161015
bigg.reaction:R_PLA2PE_PALM_MYRS_c,MNXR161015
bigg.reaction:PLA2PE_PALM_OLE_c,MNXR161016
bigg.reaction:R_PLA2PE_PALM_OLE_c,MNXR161016
bigg.reaction:PLA2PE_PALM_STC_c,MNXR161017
bigg.reaction:R_PLA2PE_PALM_STC_c,MNXR161017
bigg.reaction:PLA2PE_STC_ALNA_c,MNXR161018
bigg.reaction:R_PLA2PE_STC_ALNA_c,MNXR161018
bigg.reaction:PLA2PE_STC_ARA_c,MNXR161019
bigg.reaction:R_PLA2PE_STC_ARA_c,MNXR161019
bigg.reaction:PLA2PE_STC_DHA_c,MNXR161020
bigg.reaction:R_PLA2PE_STC_DHA_c,MNXR161020
bigg.reaction:PLA2PE_STC_EPA_c,MNXR161021
bigg.reaction:R_PLA2PE_STC_EPA_c,MNXR161021
bigg.reaction:PLA2PE_STC_GLNA_c,MNXR161022
bigg.reaction:R_PLA2PE_STC_GLNA_c,MNXR161022
bigg.reaction:PLA2PE_STC_HDE_c,MNXR161023
bigg.reaction:R_PLA2PE_STC_HDE_c,MNXR161023
bigg.reaction:PLA2PE_STC_LNA_c,MNXR161024
bigg.reaction:R_PLA2PE_STC_LNA_c,MNXR161024
bigg.reaction:PLA2PE_STC_MYRS_c,MNXR161025
bigg.reaction:R_PLA2PE_STC_MYRS_c,MNXR161025
bigg.reaction:PLA2PE_STC_OLE_c,MNXR161026
bigg.reaction:R_PLA2PE_STC_OLE_c,MNXR161026
bigg.reaction:PLA2PE_STC_PALM_c,MNXR161027
bigg.reaction:R_PLA2PE_STC_PALM_c,MNXR161027
bigg.reaction:PLA2_1_16_0_16_0,MNXR161028
bigg.reaction:R_PLA2_1_16_0_16_0,MNXR161028
bigg.reaction:PLA2_1_16_0_18_1,MNXR161029
bigg.reaction:R_PLA2_1_16_0_18_1,MNXR161029
bigg.reaction:PLA2_1_16_0_18_2,MNXR161030
bigg.reaction:R_PLA2_1_16_0_18_2,MNXR161030
bigg.reaction:PLA2_1_18_1_18_1,MNXR161031
bigg.reaction:R_PLA2_1_18_1_18_1,MNXR161031
bigg.reaction:PLA2_1_18_1_18_2,MNXR161032
bigg.reaction:R_PLA2_1_18_1_18_2,MNXR161032
bigg.reaction:PLA2_1_18_2_18_2,MNXR161033
bigg.reaction:R_PLA2_1_18_2_18_2,MNXR161033
bigg.reaction:PLA2_1_20_4_20_4,MNXR161034
bigg.reaction:R_PLA2_1_20_4_20_4,MNXR161034
bigg.reaction:PLA2_2_16_0_16_1,MNXR161035
bigg.reaction:R_PLA2_2_16_0_16_1,MNXR161035
bigg.reaction:PLA2_2_16_0_18_3,MNXR161036
bigg.reaction:R_PLA2_2_16_0_18_3,MNXR161036
bigg.reaction:PLA2_2_16_0_18_4,MNXR161037
bigg.reaction:R_PLA2_2_16_0_18_4,MNXR161037
bigg.reaction:PLA2_2_16_0_20_4_artficial,MNXR161038
bigg.reaction:R_PLA2_2_16_0_20_4_artficial,MNXR161038
bigg.reaction:PLA2_2_16_0_20_5,MNXR161039
bigg.reaction:R_PLA2_2_16_0_20_5,MNXR161039
bigg.reaction:PLA2_2_18_1_18_3,MNXR161040
bigg.reaction:R_PLA2_2_18_1_18_3,MNXR161040
bigg.reaction:PLA2_2_18_1_18_4,MNXR161041
bigg.reaction:R_PLA2_2_18_1_18_4,MNXR161041
bigg.reaction:PLA2_2_18_2_18_3,MNXR161042
bigg.reaction:R_PLA2_2_18_2_18_3,MNXR161042
bigg.reaction:PLCC,MNXR161043
bigg.reaction:R_PLCC,MNXR161043
bigg.reaction:PLCE,MNXR161044
bigg.reaction:R_PLCE,MNXR161044
bigg.reaction:PLCG,MNXR161045
bigg.reaction:R_PLCG,MNXR161045
bigg.reaction:PLCTI1,MNXR161046
bigg.reaction:R_PLCTI1,MNXR161046
bigg.reaction:PLCTI2,MNXR161047
bigg.reaction:R_PLCTI2,MNXR161047
bigg.reaction:PLCTI3,MNXR161048
bigg.reaction:R_PLCTI3,MNXR161048
bigg.reaction:PLCTI4,MNXR161049
bigg.reaction:R_PLCTI4,MNXR161049
bigg.reaction:PLCTI5,MNXR161050
bigg.reaction:R_PLCTI5,MNXR161050
bigg.reaction:PLCTI6,MNXR161051
bigg.reaction:R_PLCTI6,MNXR161051
bigg.reaction:PLDAGAT_DHA_EPA_ARA_PC_1_c,MNXR161052
bigg.reaction:R_PLDAGAT_DHA_EPA_ARA_PC_1_c,MNXR161052
bigg.reaction:PLDAGAT_DHA_EPA_ARA_PC_2_c,MNXR161053
bigg.reaction:R_PLDAGAT_DHA_EPA_ARA_PC_2_c,MNXR161053
bigg.reaction:PLDAGAT_DHA_EPA_ARA_PC_3_c,MNXR161054
bigg.reaction:R_PLDAGAT_DHA_EPA_ARA_PC_3_c,MNXR161054
bigg.reaction:PLDAGAT_DHA_EPA_ARA_PC_4_c,MNXR161055
bigg.reaction:R_PLDAGAT_DHA_EPA_ARA_PC_4_c,MNXR161055
bigg.reaction:PLDAGAT_DHA_EPA_ARA_PC_5_c,MNXR161056
bigg.reaction:R_PLDAGAT_DHA_EPA_ARA_PC_5_c,MNXR161056
bigg.reaction:PLDAGAT_DHA_EPA_ARA_PC_6_c,MNXR161057
bigg.reaction:R_PLDAGAT_DHA_EPA_ARA_PC_6_c,MNXR161057
bigg.reaction:PLDAGAT_DHA_EPA_ARA_PC_7_c,MNXR161058
bigg.reaction:R_PLDAGAT_DHA_EPA_ARA_PC_7_c,MNXR161058
bigg.reaction:PLDAGAT_DHA_EPA_ARA_PC_8_c,MNXR161059
bigg.reaction:R_PLDAGAT_DHA_EPA_ARA_PC_8_c,MNXR161059
bigg.reaction:PLDAGAT_DHA_EPA_ARA_PE_10_c,MNXR161060
bigg.reaction:R_PLDAGAT_DHA_EPA_ARA_PE_10_c,MNXR161060
bigg.reaction:PLDAGAT_DHA_EPA_ARA_PE_11_c,MNXR161061
bigg.reaction:R_PLDAGAT_DHA_EPA_ARA_PE_11_c,MNXR161061
bigg.reaction:PLDAGAT_DHA_EPA_ARA_PE_12_c,MNXR161062
bigg.reaction:R_PLDAGAT_DHA_EPA_ARA_PE_12_c,MNXR161062
bigg.reaction:PLDAGAT_DHA_EPA_ARA_PE_13_c,MNXR161063
bigg.reaction:R_PLDAGAT_DHA_EPA_ARA_PE_13_c,MNXR161063
bigg.reaction:PLDAGAT_DHA_EPA_ARA_PE_14_c,MNXR161064
bigg.reaction:R_PLDAGAT_DHA_EPA_ARA_PE_14_c,MNXR161064
bigg.reaction:PLDAGAT_DHA_EPA_ARA_PE_15_c,MNXR161065
bigg.reaction:R_PLDAGAT_DHA_EPA_ARA_PE_15_c,MNXR161065
bigg.reaction:PLDAGAT_DHA_EPA_ARA_PE_16_c,MNXR161066
bigg.reaction:R_PLDAGAT_DHA_EPA_ARA_PE_16_c,MNXR161066
bigg.reaction:PLDAGAT_DHA_EPA_ARA_PE_9_c,MNXR161067
bigg.reaction:R_PLDAGAT_DHA_EPA_ARA_PE_9_c,MNXR161067
bigg.reaction:PLDAGAT_DHA_EPA_DHA_PC_1_c,MNXR161068
bigg.reaction:R_PLDAGAT_DHA_EPA_DHA_PC_1_c,MNXR161068
bigg.reaction:PLDAGAT_DHA_EPA_DHA_PC_2_c,MNXR161069
bigg.reaction:R_PLDAGAT_DHA_EPA_DHA_PC_2_c,MNXR161069
bigg.reaction:PLDAGAT_DHA_EPA_DHA_PC_3_c,MNXR161070
bigg.reaction:R_PLDAGAT_DHA_EPA_DHA_PC_3_c,MNXR161070
bigg.reaction:PLDAGAT_DHA_EPA_DHA_PC_4_c,MNXR161071
bigg.reaction:R_PLDAGAT_DHA_EPA_DHA_PC_4_c,MNXR161071
bigg.reaction:PLDAGAT_DHA_EPA_DHA_PC_5_c,MNXR161072
bigg.reaction:R_PLDAGAT_DHA_EPA_DHA_PC_5_c,MNXR161072
bigg.reaction:PLDAGAT_DHA_EPA_DHA_PC_6_c,MNXR161073
bigg.reaction:R_PLDAGAT_DHA_EPA_DHA_PC_6_c,MNXR161073
bigg.reaction:PLDAGAT_DHA_EPA_DHA_PC_7_c,MNXR161074
bigg.reaction:R_PLDAGAT_DHA_EPA_DHA_PC_7_c,MNXR161074
bigg.reaction:PLDAGAT_DHA_EPA_DHA_PC_8_c,MNXR161075
bigg.reaction:R_PLDAGAT_DHA_EPA_DHA_PC_8_c,MNXR161075
bigg.reaction:PLDAGAT_DHA_EPA_DHA_PE_10_c,MNXR161076
bigg.reaction:R_PLDAGAT_DHA_EPA_DHA_PE_10_c,MNXR161076
bigg.reaction:PLDAGAT_DHA_EPA_DHA_PE_11_c,MNXR161077
bigg.reaction:R_PLDAGAT_DHA_EPA_DHA_PE_11_c,MNXR161077
bigg.reaction:PLDAGAT_DHA_EPA_DHA_PE_12_c,MNXR161078
bigg.reaction:R_PLDAGAT_DHA_EPA_DHA_PE_12_c,MNXR161078
bigg.reaction:PLDAGAT_DHA_EPA_DHA_PE_13_c,MNXR161079
bigg.reaction:R_PLDAGAT_DHA_EPA_DHA_PE_13_c,MNXR161079
bigg.reaction:PLDAGAT_DHA_EPA_DHA_PE_14_c,MNXR161080
bigg.reaction:R_PLDAGAT_DHA_EPA_DHA_PE_14_c,MNXR161080
bigg.reaction:PLDAGAT_DHA_EPA_DHA_PE_15_c,MNXR161081
bigg.reaction:R_PLDAGAT_DHA_EPA_DHA_PE_15_c,MNXR161081
bigg.reaction:PLDAGAT_DHA_EPA_DHA_PE_16_c,MNXR161082
bigg.reaction:R_PLDAGAT_DHA_EPA_DHA_PE_16_c,MNXR161082
bigg.reaction:PLDAGAT_DHA_EPA_DHA_PE_9_c,MNXR161083
bigg.reaction:R_PLDAGAT_DHA_EPA_DHA_PE_9_c,MNXR161083
bigg.reaction:PLDAGAT_EPA_EPA_ARA_PC_1_c,MNXR161084
bigg.reaction:R_PLDAGAT_EPA_EPA_ARA_PC_1_c,MNXR161084
bigg.reaction:PLDAGAT_EPA_EPA_ARA_PC_2_c,MNXR161085
bigg.reaction:R_PLDAGAT_EPA_EPA_ARA_PC_2_c,MNXR161085
bigg.reaction:PLDAGAT_EPA_EPA_ARA_PC_3_c,MNXR161086
bigg.reaction:R_PLDAGAT_EPA_EPA_ARA_PC_3_c,MNXR161086
bigg.reaction:PLDAGAT_EPA_EPA_ARA_PC_4_c,MNXR161087
bigg.reaction:R_PLDAGAT_EPA_EPA_ARA_PC_4_c,MNXR161087
