#source,ID
bigg.reaction:AM6PTh,MNXR152967
bigg.reaction:HEX4,MNXR152967
bigg.reaction:R_AM6PTh,MNXR152967
bigg.reaction:R_HEX4,MNXR152967
bigg.reaction:AMAOT_m,MNXR152974
bigg.reaction:AMAOTr,MNXR152974
bigg.reaction:R_AMAOT_m,MNXR152974
bigg.reaction:R_AMAOTr,MNXR152974
bigg.reaction:AMCOXO,MNXR152977
bigg.reaction:R_AMCOXO,MNXR152977
bigg.reaction:AMID2,MNXR152978
bigg.reaction:AMID2_1,MNXR152978
bigg.reaction:HMR_7756,MNXR152978
bigg.reaction:R_AMID2,MNXR152978
bigg.reaction:R_AMID2_1,MNXR152978
bigg.reaction:R_HMR_7756,MNXR152978
bigg.reaction:AMMQT6,MNXR152980
bigg.reaction:R_AMMQT6,MNXR152980
bigg.reaction:AMPTASEPG,MNXR152982
bigg.reaction:R_AMPTASEPG,MNXR152982
bigg.reaction:ANHMK,MNXR152984
bigg.reaction:R_ANHMK,MNXR152984
bigg.reaction:ANS2,MNXR152986
bigg.reaction:ANSN,MNXR152986
bigg.reaction:ATNS_nh4,MNXR152986
bigg.reaction:R_ANS2,MNXR152986
bigg.reaction:R_ANSN,MNXR152986
bigg.reaction:R_ATNS_nh4,MNXR152986
bigg.reaction:ANTHXANEPOX_h,MNXR152988
bigg.reaction:ANXANOR,MNXR152988
bigg.reaction:R_ANTHXANEPOX_h,MNXR152988
bigg.reaction:R_ANXANOR,MNXR152988
bigg.reaction:AOXS_m,MNXR152990
bigg.reaction:AOXSr2,MNXR152990
bigg.reaction:R_AOXS_m,MNXR152990
bigg.reaction:R_AOXSr2,MNXR152990
bigg.reaction:APENTAMAH,MNXR152993
bigg.reaction:APENTAMAH2,MNXR152993
bigg.reaction:R_APENTAMAH,MNXR152993
bigg.reaction:R_APENTAMAH2,MNXR152993
bigg.reaction:APSR,MNXR152999
bigg.reaction:R_APSR,MNXR152999
bigg.reaction:ARABDI,MNXR153004
bigg.reaction:R_ARABDI,MNXR153004
bigg.reaction:ARABRr,MNXR153007
bigg.reaction:R_ARABRr,MNXR153007
bigg.reaction:ARABR,MNXR153008
bigg.reaction:R_ARABR,MNXR153008
bigg.reaction:ARAI,MNXR153009
bigg.reaction:R_ARAI,MNXR153009
bigg.reaction:ARBTNR1,MNXR153011
bigg.reaction:R_ARBTNR1,MNXR153011
bigg.reaction:ARBTNR2,MNXR153013
bigg.reaction:R_ARBTNR2,MNXR153013
bigg.reaction:ARBTpts,MNXR153015
bigg.reaction:ARBTptspp,MNXR153015
bigg.reaction:R_ARBTpts,MNXR153015
bigg.reaction:R_ARBTptspp,MNXR153015
bigg.reaction:ARGTRS,MNXR153017
bigg.reaction:ARGTRS_1,MNXR153017
bigg.reaction:ARGTRSm,MNXR153017
bigg.reaction:R_ARGTRS,MNXR153017
bigg.reaction:R_ARGTRS_1,MNXR153017
bigg.reaction:R_ARGTRSm,MNXR153017
bigg.reaction:ASNS1,MNXR153021
bigg.reaction:R_ASNS1,MNXR153021
bigg.reaction:ASNTRAT,MNXR153023
bigg.reaction:R_ASNTRAT,MNXR153023
bigg.reaction:ASNTL_h,MNXR153027
bigg.reaction:ASNTRS,MNXR153027
bigg.reaction:ASNTRS_1,MNXR153027
bigg.reaction:ASNTRSm,MNXR153027
bigg.reaction:R_ASNTL_h,MNXR153027
bigg.reaction:R_ASNTRS,MNXR153027
bigg.reaction:R_ASNTRS_1,MNXR153027
bigg.reaction:R_ASNTRSm,MNXR153027
bigg.reaction:ASPOcm,MNXR153037
bigg.reaction:ASPOcm_1,MNXR153037
bigg.reaction:R_ASPOcm,MNXR153037
bigg.reaction:R_ASPOcm_1,MNXR153037
bigg.reaction:ASPTRS,MNXR153039
bigg.reaction:ASPTRS_1,MNXR153039
bigg.reaction:ASPTRSm,MNXR153039
bigg.reaction:R_ASPTRS,MNXR153039
bigg.reaction:R_ASPTRS_1,MNXR153039
bigg.reaction:R_ASPTRSm,MNXR153039
bigg.reaction:ASPTRS_Asn,MNXR153043
bigg.reaction:R_ASPTRS_Asn,MNXR153043
bigg.reaction:ASR,MNXR153048
bigg.reaction:R_ASR,MNXR153048
bigg.reaction:ASR2,MNXR153050
bigg.reaction:R_ASR2,MNXR153050
bigg.reaction:ATPM,MNXR153054
bigg.reaction:ATPM_h,MNXR153054
bigg.reaction:ATPPHm,MNXR153054
bigg.reaction:NTP1,MNXR153054
bigg.reaction:R_ATPM,MNXR153054
bigg.reaction:R_ATPM_h,MNXR153054
bigg.reaction:R_ATPPHm,MNXR153054
bigg.reaction:R_NTP1,MNXR153054
bigg.reaction:ATPS,MNXR153055
bigg.reaction:ATPasel_1,MNXR153055
bigg.reaction:R_ATPS,MNXR153055
bigg.reaction:R_ATPasel_1,MNXR153055
bigg.reaction:ATPPRT,MNXR153056
bigg.reaction:R_ATPPRT,MNXR153056
bigg.reaction:ATPSh,MNXR153058
bigg.reaction:R_ATPSh,MNXR153058
bigg.reaction:ATPS4m,MNXR153059
bigg.reaction:ATPS4m_cho,MNXR153059
bigg.reaction:ATPS4mi,MNXR153059
bigg.reaction:ATPS4r,MNXR153059
bigg.reaction:ATPS4rpp,MNXR153059
bigg.reaction:ATPasel,MNXR153059
bigg.reaction:R_ATPS4m,MNXR153059
bigg.reaction:R_ATPS4m_cho,MNXR153059
bigg.reaction:R_ATPS4mi,MNXR153059
bigg.reaction:R_ATPS4r,MNXR153059
bigg.reaction:R_ATPS4rpp,MNXR153059
bigg.reaction:R_ATPasel,MNXR153059
bigg.reaction:B3GALT43g_cho,MNXR153060
bigg.reaction:R_B3GALT43g_cho,MNXR153060
bigg.reaction:B3GALT44g_cho,MNXR153065
bigg.reaction:R_B3GALT44g_cho,MNXR153065
bigg.reaction:B3GALT5g_cho,MNXR153067
bigg.reaction:R_B3GALT5g_cho,MNXR153067
bigg.reaction:B3GALTg_cho,MNXR153069
bigg.reaction:R_B3GALTg_cho,MNXR153069
bigg.reaction:B3GNT310g_cho,MNXR153073
bigg.reaction:R_B3GNT310g_cho,MNXR153073
bigg.reaction:B3GNT315g_cho,MNXR153077
bigg.reaction:R_B3GNT315g_cho,MNXR153077
bigg.reaction:BAAT4x,MNXR153079
bigg.reaction:R_BAAT4x,MNXR153079
bigg.reaction:BAAT3x,MNXR153081
bigg.reaction:BAAT4x_cho,MNXR153081
bigg.reaction:R_BAAT3x,MNXR153081
bigg.reaction:R_BAAT4x_cho,MNXR153081
bigg.reaction:R_r0797,MNXR153081
bigg.reaction:r0797,MNXR153081
bigg.reaction:BAAT5x,MNXR153083
bigg.reaction:RE1845C,MNXR153083
bigg.reaction:R_BAAT5x,MNXR153083
bigg.reaction:R_RE1845C,MNXR153083
bigg.reaction:BATHORHODOPSINI,MNXR153086
bigg.reaction:R_BATHORHODOPSINI,MNXR153086
bigg.reaction:BBHOX,MNXR153089
bigg.reaction:R_BBHOX,MNXR153089
bigg.reaction:BCAROKE,MNXR153090
bigg.reaction:R_BCAROKE,MNXR153090
bigg.reaction:BCDO,MNXR153092
bigg.reaction:CAROMO,MNXR153092
bigg.reaction:R_BCDO,MNXR153092
bigg.reaction:R_CAROMO,MNXR153092
bigg.reaction:BCOALIG,MNXR153095
bigg.reaction:R_BCOALIG,MNXR153095
bigg.reaction:BFBP,MNXR153097
bigg.reaction:BFBPh,MNXR153097
bigg.reaction:R_BFBP,MNXR153097
bigg.reaction:R_BFBPh,MNXR153097
bigg.reaction:BFFS,MNXR153099
bigg.reaction:R_BFFS,MNXR153099
bigg.reaction:BILIRED,MNXR153102
bigg.reaction:BILIRED_1,MNXR153102
bigg.reaction:R_BILIRED,MNXR153102
bigg.reaction:R_BILIRED_1,MNXR153102
bigg.reaction:BILIRED2,MNXR153104
bigg.reaction:R_BILIRED2,MNXR153104
bigg.reaction:BLACT,MNXR153106
bigg.reaction:R_BLACT,MNXR153106
bigg.reaction:BMNMSHS,MNXR153108
bigg.reaction:R_BMNMSHS,MNXR153108
bigg.reaction:BNORh,MNXR153111
bigg.reaction:BTCOARx,MNXR153111
bigg.reaction:R_BNORh,MNXR153111
bigg.reaction:R_BTCOARx,MNXR153111
bigg.reaction:BTNC,MNXR153112
bigg.reaction:R_BTNC,MNXR153112
bigg.reaction:BUTSabc,MNXR153115
bigg.reaction:R_BUTSabc,MNXR153115
bigg.reaction:BUTSO3abcpp,MNXR153116
bigg.reaction:R_BUTSO3abcpp,MNXR153116
bigg.reaction:EX_buts_e,MNXR153117
bigg.reaction:R_EX_buts_e,MNXR153117
bigg.reaction:BUTSO3tex,MNXR153118
bigg.reaction:EX_butso3_e,MNXR153118
bigg.reaction:R_BUTSO3tex,MNXR153118
bigg.reaction:R_EX_butso3_e,MNXR153118
bigg.reaction:BZSCT,MNXR153119
bigg.reaction:R_BZSCT,MNXR153119
bigg.reaction:BZSS,MNXR153121
bigg.reaction:R_BZSS,MNXR153121
bigg.reaction:C3STDH1,MNXR153123
bigg.reaction:C3STDH1r,MNXR153123
bigg.reaction:R_C3STDH1,MNXR153123
bigg.reaction:R_C3STDH1r,MNXR153123
bigg.reaction:C3STDH2,MNXR153125
bigg.reaction:R_C3STDH2,MNXR153125
bigg.reaction:C3STKR1,MNXR153127
bigg.reaction:R_C3STKR1,MNXR153127
bigg.reaction:C4STMO2,MNXR153129
bigg.reaction:R_C4STMO2,MNXR153129
bigg.reaction:CACNAO2,MNXR153131
bigg.reaction:R_CACNAO2,MNXR153131
bigg.reaction:R_r0267,MNXR153131
bigg.reaction:r0267,MNXR153131
bigg.reaction:CAT23DOX,MNXR153133
bigg.reaction:CO23OC,MNXR153133
bigg.reaction:R_CAT23DOX,MNXR153133
bigg.reaction:R_CO23OC,MNXR153133
bigg.reaction:CATDOX,MNXR153137
bigg.reaction:R_CATDOX,MNXR153137
bigg.reaction:CATECHOLtex,MNXR153140
bigg.reaction:CATECHOLtpp,MNXR153140
bigg.reaction:EX_catechol_e,MNXR153140
bigg.reaction:R_CATECHOLtex,MNXR153140
bigg.reaction:R_CATECHOLtpp,MNXR153140
bigg.reaction:R_EX_catechol_e,MNXR153140
bigg.reaction:CBMK4,MNXR153145
bigg.reaction:CBMK_m,MNXR153145
bigg.reaction:CBMKr,MNXR153145
bigg.reaction:CBMKr2,MNXR153145
bigg.reaction:R_CBMK4,MNXR153145
bigg.reaction:R_CBMK_m,MNXR153145
bigg.reaction:R_CBMKr,MNXR153145
bigg.reaction:R_CBMKr2,MNXR153145
bigg.reaction:CDAPPA140,MNXR153146
bigg.reaction:R_CDAPPA140,MNXR153146
bigg.reaction:CDAPPA141,MNXR153148
bigg.reaction:R_CDAPPA141,MNXR153148
bigg.reaction:CDAPPA160,MNXR153150
bigg.reaction:R_CDAPPA160,MNXR153150
bigg.reaction:CDAPPA161,MNXR153152
bigg.reaction:R_CDAPPA161,MNXR153152
bigg.reaction:CDAPPA180,MNXR153154
bigg.reaction:R_CDAPPA180,MNXR153154
bigg.reaction:CDAPPA181,MNXR153156
bigg.reaction:R_CDAPPA181,MNXR153156
bigg.reaction:CDIPTr_cho,MNXR153158
bigg.reaction:R_CDIPTr_cho,MNXR153158
bigg.reaction:CDPGLC46DH,MNXR153161
bigg.reaction:R_CDPGLC46DH,MNXR153161
bigg.reaction:CDPMEK,MNXR153163
bigg.reaction:CDPMEK_1,MNXR153163
bigg.reaction:CMK,MNXR153163
bigg.reaction:R_CDPMEK,MNXR153163
bigg.reaction:R_CDPMEK_1,MNXR153163
bigg.reaction:R_CMK,MNXR153163
bigg.reaction:CEPTE,MNXR153165
bigg.reaction:R_CEPTE,MNXR153165
bigg.reaction:CERK_cho,MNXR153169
bigg.reaction:R_CERK_cho,MNXR153169
bigg.reaction:CF3Ha,MNXR153173
bigg.reaction:R_CF3Ha,MNXR153173
bigg.reaction:CF3Hg,MNXR153175
bigg.reaction:R_CF3Hg,MNXR153175
bigg.reaction:CF3Sa,MNXR153177
bigg.reaction:R_CF3Sa,MNXR153177
bigg.reaction:CF3Sg,MNXR153179
bigg.reaction:R_CF3Sg,MNXR153179
bigg.reaction:CFAS160G,MNXR153181
bigg.reaction:R_CFAS160G,MNXR153181
bigg.reaction:CH4t,MNXR153183
bigg.reaction:CH4t2pp,MNXR153183
bigg.reaction:CH4tex,MNXR153183
bigg.reaction:EX_ch4_e,MNXR153183
bigg.reaction:R_CH4t,MNXR153183
bigg.reaction:R_CH4t2pp,MNXR153183
bigg.reaction:R_CH4tex,MNXR153183
bigg.reaction:R_EX_ch4_e,MNXR153183
bigg.reaction:CHDCCH,MNXR153185
bigg.reaction:R_CHDCCH,MNXR153185
bigg.reaction:CHITPH,MNXR153187
bigg.reaction:R_CHITPH,MNXR153187
bigg.reaction:CHLASE,MNXR153189
bigg.reaction:R_CHLASE,MNXR153189
bigg.reaction:CHLASG,MNXR153191
bigg.reaction:R_CHLASG,MNXR153191
bigg.reaction:CHLASP,MNXR153193
bigg.reaction:CHLPAS_h,MNXR153193
bigg.reaction:CHPHYS,MNXR153193
bigg.reaction:R_CHLASP,MNXR153193
bigg.reaction:R_CHLPAS_h,MNXR153193
bigg.reaction:R_CHPHYS,MNXR153193
bigg.reaction:CHLBSP,MNXR153195
bigg.reaction:R_CHLBSP,MNXR153195
bigg.reaction:CHOLD2,MNXR153198
bigg.reaction:CHOLD2m,MNXR153198
bigg.reaction:R_CHOLD2,MNXR153198
bigg.reaction:R_CHOLD2m,MNXR153198
bigg.reaction:CHORM,MNXR153200
bigg.reaction:CHRM,MNXR153200
bigg.reaction:R_CHORM,MNXR153200
bigg.reaction:R_CHRM,MNXR153200
bigg.reaction:CHITOBex,MNXR153203
bigg.reaction:EX_chitob_e,MNXR153203
bigg.reaction:R_CHITOBex,MNXR153203
bigg.reaction:R_EX_chitob_e,MNXR153203
bigg.reaction:CITCIb,MNXR153205
bigg.reaction:R_CITCIb,MNXR153205
bigg.reaction:CLIPAtex,MNXR153207
bigg.reaction:EX_lipa_cold_e,MNXR153207
bigg.reaction:R_CLIPAtex,MNXR153207
bigg.reaction:R_EX_lipa_cold_e,MNXR153207
bigg.reaction:CLPNH160pp,MNXR153209
bigg.reaction:R_CLPNH160pp,MNXR153209
bigg.reaction:CLPNS160,MNXR153211
bigg.reaction:CLPNS160pp,MNXR153211
bigg.reaction:R_CLPNS160,MNXR153211
bigg.reaction:R_CLPNS160pp,MNXR153211
bigg.reaction:CMPACNAtn,MNXR153213
bigg.reaction:EX_cmpacna_e,MNXR153213
bigg.reaction:R_CMPACNAtn,MNXR153213
bigg.reaction:R_EX_cmpacna_e,MNXR153213
bigg.reaction:CMS,MNXR153215
bigg.reaction:CMS_h,MNXR153215
bigg.reaction:MEPCT,MNXR153215
bigg.reaction:MEPCT_1,MNXR153215
bigg.reaction:R_CMS,MNXR153215
bigg.reaction:R_CMS_h,MNXR153215
bigg.reaction:R_MEPCT,MNXR153215
bigg.reaction:R_MEPCT_1,MNXR153215
bigg.reaction:COA1819ZD9DS,MNXR153218
bigg.reaction:R_COA1819ZD9DS,MNXR153218
bigg.reaction:CODH2r,MNXR153223
bigg.reaction:R_CODH2r,MNXR153223
bigg.reaction:CPC2MT,MNXR153225
bigg.reaction:R_CPC2MT,MNXR153225
bigg.reaction:CPC3MT,MNXR153228
bigg.reaction:R_CPC3MT,MNXR153228
bigg.reaction:CODSCL4MT,MNXR153232
bigg.reaction:CODSCL4MT_1,MNXR153232
bigg.reaction:R_CODSCL4MT,MNXR153232
bigg.reaction:R_CODSCL4MT_1,MNXR153232
bigg.reaction:CODSCL5BMT,MNXR153235
bigg.reaction:R_CODSCL5BMT,MNXR153235
bigg.reaction:CODSCL5DA,MNXR153237
bigg.reaction:R_CODSCL5DA,MNXR153237
bigg.reaction:CPC6R,MNXR153240
bigg.reaction:R_CPC6R,MNXR153240
bigg.reaction:CODSCL6BMT,MNXR153242
bigg.reaction:R_CODSCL6BMT,MNXR153242
bigg.reaction:CODSCL7MTDC,MNXR153244
bigg.reaction:R_CODSCL7MTDC,MNXR153244
bigg.reaction:CORE2GTg,MNXR153246
bigg.reaction:R_CORE2GTg,MNXR153246
bigg.reaction:CORE3GTg,MNXR153248
bigg.reaction:R_CORE3GTg,MNXR153248
bigg.reaction:COt,MNXR153251
bigg.reaction:COt_1,MNXR153251
bigg.reaction:COt_c,MNXR153251
bigg.reaction:Cotpp,MNXR153251
bigg.reaction:DM_co_c,MNXR153251
bigg.reaction:EX_co_e,MNXR153251
bigg.reaction:R_COt,MNXR153251
bigg.reaction:R_COt_1,MNXR153251
bigg.reaction:R_COt_c,MNXR153251
bigg.reaction:R_Cotpp,MNXR153251
bigg.reaction:R_DM_co_c,MNXR153251
bigg.reaction:R_EX_co_e,MNXR153251
bigg.reaction:CPC4MT,MNXR153253
bigg.reaction:R_CPC4MT,MNXR153253
bigg.reaction:CPC5MT,MNXR153255
bigg.reaction:R_CPC5MT,MNXR153255
bigg.reaction:CPC6MT,MNXR153258
bigg.reaction:R_CPC6MT,MNXR153258
bigg.reaction:CPGNR1,MNXR153260
bigg.reaction:R_CPGNR1,MNXR153260
bigg.reaction:CPGNR2,MNXR153262
bigg.reaction:R_CPGNR2,MNXR153262
bigg.reaction:CPGNR3,MNXR153264
bigg.reaction:R_CPGNR3,MNXR153264
bigg.reaction:CPGNabcpp,MNXR153266
bigg.reaction:R_CPGNabcpp,MNXR153266
bigg.reaction:CPGNexs,MNXR153268
bigg.reaction:R_CPGNexs,MNXR153268
bigg.reaction:CRNCBCT,MNXR153270
bigg.reaction:R_CRNCBCT,MNXR153270
bigg.reaction:CRNt7,MNXR153272
bigg.reaction:CRNt7pp,MNXR153272
bigg.reaction:R_CRNt7,MNXR153272
bigg.reaction:R_CRNt7pp,MNXR153272
bigg.reaction:CRO4t3,MNXR153274
bigg.reaction:CRO4t3pp,MNXR153274
bigg.reaction:R_CRO4t3,MNXR153274
bigg.reaction:R_CRO4t3pp,MNXR153274
bigg.reaction:CSPMDDC,MNXR153278
bigg.reaction:R_CSPMDDC,MNXR153278
bigg.reaction:CSPMDDH,MNXR153281
bigg.reaction:R_CSPMDDH,MNXR153281
bigg.reaction:CYARTMT,MNXR153284
bigg.reaction:R_CYARTMT,MNXR153284
bigg.reaction:CYEUOLCYCI,MNXR153287
bigg.reaction:R_CYEUOLCYCI,MNXR153287
bigg.reaction:CYRDAR2,MNXR153289
bigg.reaction:R_CYRDAR2,MNXR153289
bigg.reaction:ASPTA4,MNXR153293
bigg.reaction:CYSAT,MNXR153293
bigg.reaction:CYSATm,MNXR153293
bigg.reaction:CYSTA,MNXR153293
bigg.reaction:CYSTAm,MNXR153293
bigg.reaction:R_ASPTA4,MNXR153293
bigg.reaction:R_CYSAT,MNXR153293
bigg.reaction:R_CYSATm,MNXR153293
bigg.reaction:R_CYSTA,MNXR153293
bigg.reaction:R_CYSTAm,MNXR153293
bigg.reaction:CYSTL_h,MNXR153294
bigg.reaction:CYSTRS,MNXR153294
bigg.reaction:CYSTRS_1,MNXR153294
bigg.reaction:R_CYSTL_h,MNXR153294
bigg.reaction:R_CYSTRS,MNXR153294
bigg.reaction:R_CYSTRS_1,MNXR153294
bigg.reaction:DAAD,MNXR153298
bigg.reaction:R_DAAD,MNXR153298
bigg.reaction:DAPAL,MNXR153300
bigg.reaction:R_DAPAL,MNXR153300
bigg.reaction:DASYN140,MNXR153302
bigg.reaction:R_DASYN140,MNXR153302
bigg.reaction:DASYN141,MNXR153304
bigg.reaction:R_DASYN141,MNXR153304
bigg.reaction:DASYN161,MNXR153308
bigg.reaction:R_DASYN161,MNXR153308
bigg.reaction:DASYN180,MNXR153310
bigg.reaction:R_DASYN180,MNXR153310
bigg.reaction:DASYN181,MNXR153312
bigg.reaction:R_DASYN181,MNXR153312
bigg.reaction:DATPHs,MNXR153314
bigg.reaction:R_DATPHs,MNXR153314
bigg.reaction:DCPT2,MNXR153316
bigg.reaction:R_DCPT2,MNXR153316
bigg.reaction:DDPGALA,MNXR153318
bigg.reaction:R_DDPGALA,MNXR153318
bigg.reaction:DEXTRINt2,MNXR153320
bigg.reaction:R_DEXTRINt2,MNXR153320
bigg.reaction:DGGGPS,MNXR153322
bigg.reaction:R_DGGGPS,MNXR153322
bigg.reaction:DGGGPS2,MNXR153324
bigg.reaction:R_DGGGPS2,MNXR153324
bigg.reaction:DGK1,MNXR153326
bigg.reaction:DGK1er,MNXR153326
bigg.reaction:R_DGK1,MNXR153326
bigg.reaction:R_DGK1er,MNXR153326
bigg.reaction:DGMPter,MNXR153328
bigg.reaction:DGMPtex,MNXR153328
bigg.reaction:EX_dgmp_e,MNXR153328
bigg.reaction:R_DGMPter,MNXR153328
bigg.reaction:R_DGMPtex,MNXR153328
bigg.reaction:R_EX_dgmp_e,MNXR153328
bigg.reaction:R_r0950,MNXR153328
bigg.reaction:r0950,MNXR153328
bigg.reaction:DGNSK,MNXR153330
bigg.reaction:DGNSK_1,MNXR153330
bigg.reaction:DGNSKm,MNXR153330
bigg.reaction:R_DGNSK,MNXR153330
bigg.reaction:R_DGNSK_1,MNXR153330
bigg.reaction:R_DGNSKm,MNXR153330
bigg.reaction:DH3MCHCDH,MNXR153332
bigg.reaction:R_DH3MCHCDH,MNXR153332
bigg.reaction:DHBSH,MNXR153336
bigg.reaction:DHBSH_1,MNXR153336
bigg.reaction:R_DHBSH,MNXR153336
bigg.reaction:R_DHBSH_1,MNXR153336
bigg.reaction:DHORD3,MNXR153338
bigg.reaction:R_DHORD3,MNXR153338
bigg.reaction:DHORD4i,MNXR153340
bigg.reaction:R_DHORD4i,MNXR153340
bigg.reaction:DHORD7,MNXR153342
bigg.reaction:R_DHORD7,MNXR153342
bigg.reaction:DHPTDNR,MNXR153350
bigg.reaction:R_DHPTDNR,MNXR153350
bigg.reaction:DHPTDNRN,MNXR153352
bigg.reaction:R_DHPTDNRN,MNXR153352
bigg.reaction:DHQS,MNXR153354
bigg.reaction:DHQS_1,MNXR153354
bigg.reaction:DHQS_2,MNXR153354
bigg.reaction:R_DHQS,MNXR153354
bigg.reaction:R_DHQS_1,MNXR153354
bigg.reaction:R_DHQS_2,MNXR153354
bigg.reaction:DHQS2,MNXR153357
bigg.reaction:R_DHQS2,MNXR153357
bigg.reaction:DHQTi,MNXR153359
bigg.reaction:DQDH,MNXR153359
bigg.reaction:R_DHQTi,MNXR153359
bigg.reaction:R_DQDH,MNXR153359
bigg.reaction:DHRT_ivcoa,MNXR153364
bigg.reaction:R_DHRT_ivcoa,MNXR153364
bigg.reaction:DIPEPabc6,MNXR153367
bigg.reaction:R_DIPEPabc6,MNXR153367
bigg.reaction:DKFPS2,MNXR153369
bigg.reaction:R_DKFPS2,MNXR153369
bigg.reaction:DKMPASPL,MNXR153371
bigg.reaction:R_DKMPASPL,MNXR153371
bigg.reaction:DMGDH,MNXR153375
bigg.reaction:DMGDHm,MNXR153375
bigg.reaction:R_DMGDH,MNXR153375
bigg.reaction:R_DMGDHm,MNXR153375
bigg.reaction:DMHDRFS,MNXR153377
bigg.reaction:R_DMHDRFS,MNXR153377
bigg.reaction:DMT,MNXR153381
bigg.reaction:R_DMT,MNXR153381
bigg.reaction:AMPQT_h,MNXR153385
bigg.reaction:DMTPHT,MNXR153385
bigg.reaction:R_AMPQT_h,MNXR153385
bigg.reaction:R_DMTPHT,MNXR153385
bigg.reaction:DPMVD,MNXR153392
bigg.reaction:DPMVDx,MNXR153392
bigg.reaction:R_DPMVD,MNXR153392
bigg.reaction:R_DPMVDx,MNXR153392
bigg.reaction:DRIBabc,MNXR153396
bigg.reaction:R_DRIBabc,MNXR153396
bigg.reaction:DRIBt2,MNXR153398
bigg.reaction:DRIBtpp,MNXR153398
bigg.reaction:R_DRIBt2,MNXR153398
bigg.reaction:R_DRIBtpp,MNXR153398
bigg.reaction:DRPA,MNXR153400
bigg.reaction:DRPArg,MNXR153400
bigg.reaction:R_DRPA,MNXR153400
bigg.reaction:R_DRPArg,MNXR153400
bigg.reaction:DSBDR,MNXR153403
bigg.reaction:R_DSBDR,MNXR153403
bigg.reaction:DSCLCOCH,MNXR153405
bigg.reaction:R_DSCLCOCH,MNXR153405
bigg.reaction:R_SHCHCC,MNXR153405
bigg.reaction:SHCHCC,MNXR153405
bigg.reaction:DURIPP,MNXR153408
bigg.reaction:DURIPP_1,MNXR153408
bigg.reaction:R_DURIPP,MNXR153408
bigg.reaction:R_DURIPP_1,MNXR153408
bigg.reaction:DVCHLDR,MNXR153411
bigg.reaction:R_DVCHLDR,MNXR153411
bigg.reaction:DXPRIi,MNXR153413
bigg.reaction:DXRI,MNXR153413
bigg.reaction:R_DXPRIi,MNXR153413
bigg.reaction:R_DXRI,MNXR153413
bigg.reaction:DXPS,MNXR153416
bigg.reaction:DXS,MNXR153416
bigg.reaction:R_DXPS,MNXR153416
bigg.reaction:R_DXS,MNXR153416
bigg.reaction:DXYLK,MNXR153418
bigg.reaction:R_DXYLK,MNXR153418
bigg.reaction:DXYLUDtex,MNXR153420
bigg.reaction:EX_dxyl_e,MNXR153420
bigg.reaction:R_DXYLUDtex,MNXR153420
bigg.reaction:R_EX_dxyl_e,MNXR153420
bigg.reaction:ECA4COLIPAtex,MNXR153422
bigg.reaction:EX_eca4colipa_e,MNXR153422
bigg.reaction:R_ECA4COLIPAtex,MNXR153422
bigg.reaction:R_EX_eca4colipa_e,MNXR153422
bigg.reaction:ECH_3hivcoa,MNXR153426
bigg.reaction:HVE,MNXR153426
bigg.reaction:R_ECH_3hivcoa,MNXR153426
bigg.reaction:R_HVE,MNXR153426
bigg.reaction:ECOAH11p,MNXR153428
bigg.reaction:R_ECOAH11p,MNXR153428
bigg.reaction:ECOAH2,MNXR153431
bigg.reaction:ECOAH2_1,MNXR153431
bigg.reaction:ECOAH2m,MNXR153431
bigg.reaction:HMR_3099,MNXR153431
bigg.reaction:R_ECOAH2,MNXR153431
bigg.reaction:R_ECOAH2_1,MNXR153431
bigg.reaction:R_ECOAH2m,MNXR153431
bigg.reaction:R_HMR_3099,MNXR153431
bigg.reaction:R_r0734,MNXR153431
bigg.reaction:r0734,MNXR153431
bigg.reaction:ECOAH3,MNXR153432
bigg.reaction:ECOAH3_1,MNXR153432
bigg.reaction:ECOAH3m,MNXR153432
bigg.reaction:HMR_3095,MNXR153432
bigg.reaction:R_ECOAH3,MNXR153432
bigg.reaction:R_ECOAH3_1,MNXR153432
bigg.reaction:R_ECOAH3m,MNXR153432
bigg.reaction:R_HMR_3095,MNXR153432
bigg.reaction:R_r0731,MNXR153432
bigg.reaction:r0731,MNXR153432
bigg.reaction:ECOAH4,MNXR153436
bigg.reaction:ECOAH4m,MNXR153436
bigg.reaction:ECOAH4p,MNXR153436
bigg.reaction:R_ECOAH4,MNXR153436
bigg.reaction:R_ECOAH4m,MNXR153436
bigg.reaction:R_ECOAH4p,MNXR153436
bigg.reaction:ECOAH5_1,MNXR153437
bigg.reaction:R_ECOAH5_1,MNXR153437
bigg.reaction:ECOAH5,MNXR153439
bigg.reaction:ECOAH5m,MNXR153439
bigg.reaction:ECOAH5p,MNXR153439
bigg.reaction:R_ECOAH5,MNXR153439
bigg.reaction:R_ECOAH5m,MNXR153439
bigg.reaction:R_ECOAH5p,MNXR153439
bigg.reaction:EDA,MNXR153443
bigg.reaction:EDA_m,MNXR153443
bigg.reaction:R_EDA,MNXR153443
bigg.reaction:R_EDA_m,MNXR153443
bigg.reaction:EGMEACPR,MNXR153445
bigg.reaction:R_EGMEACPR,MNXR153445
bigg.reaction:EMGH,MNXR153447
bigg.reaction:EPMGH,MNXR153447
bigg.reaction:R_EMGH,MNXR153447
bigg.reaction:R_EPMGH,MNXR153447
bigg.reaction:ENLIPAtex,MNXR153450
bigg.reaction:EX_enlipa_e,MNXR153450
bigg.reaction:R_ENLIPAtex,MNXR153450
