#source,ID
bigg.metabolite:udcdp12Oag,MNXM148539
bigg.metabolite:udcdp13Oag,MNXM148540
bigg.metabolite:udcdp14Oag,MNXM148541
bigg.metabolite:udcdp15Oag,MNXM148542
bigg.metabolite:udcdp16Oag,MNXM148543
bigg.metabolite:udcdp17Oag,MNXM148544
bigg.metabolite:udcdp18Oag,MNXM148545
bigg.metabolite:udcdp19Oag,MNXM148546
bigg.metabolite:udcdp20Oag,MNXM148547
bigg.metabolite:udcdp2Oag,MNXM148548
bigg.metabolite:udcdp3Oag,MNXM148549
bigg.metabolite:udcdp4Oag,MNXM148550
bigg.metabolite:udcdp5Oag,MNXM148551
bigg.metabolite:udcdp6Oag,MNXM148552
bigg.metabolite:udcdp7Oag,MNXM148553
bigg.metabolite:udcdp8Oag,MNXM148554
bigg.metabolite:udcdp9Oag,MNXM148555
bigg.metabolite:v4,MNXM148556
bigg.metabolite:v5,MNXM148557
bigg.metabolite:xylan12,MNXM148560
bigg.metabolite:doxopa,MNXM148580
bigg.metabolite:pa18111Z1835Z9Z12Z,MNXM148582
bigg.metabolite:pa18111Z1845Z9Z12Z15Z,MNXM148583
bigg.metabolite:pa18111Z1829Z12Z,MNXM148584
bigg.metabolite:pa1819Z1835Z9Z12Z,MNXM148587
bigg.metabolite:pa1819Z1845Z9Z12Z15Z,MNXM148588
bigg.metabolite:pa1819Z1829Z12Z,MNXM148589
bigg.metabolite:pa1829Z12Z1835Z9Z12Z,MNXM148590
bigg.metabolite:pa1801835Z9Z12Z,MNXM148595
bigg.metabolite:pa1801845Z9Z12Z15Z,MNXM148596
bigg.metabolite:pa1801829Z12Z,MNXM148597
bigg.metabolite:tmlys,MNXM1486
bigg.metabolite:lipidA_core_e,MNXM148612
bigg.metabolite:3dhphaccoa,MNXM148613
bigg.metabolite:2hphaccoa,MNXM148614
bigg.metabolite:35ccmp,MNXM148637
bigg.metabolite:35dhpha,MNXM148638
bigg.metabolite:35dhphaccoa,MNXM148639
bigg.metabolite:amp2p,MNXM148862
bigg.metabolite:pran,MNXM1489
bigg.metabolite:anteiluc24,MNXM148942
bigg.metabolite:anteinsu24,MNXM148943
bigg.metabolite:asnglcnacglcnacman_man_manman_man_man_man_manman,MNXM148950
bigg.metabolite:CE6205,MNXM14897
bigg.metabolite:murein_lpp,MNXM148977
bigg.metabolite:lpp_sp,MNXM148978
bigg.metabolite:prolpp,MNXM148979
bigg.metabolite:CDP_4keto_36dideox_glc,MNXM148986
bigg.metabolite:CDP_4keto_6deox_glc,MNXM148987
bigg.metabolite:aracheACP,MNXM148991
bigg.metabolite:colipaB,MNXM148996
bigg.metabolite:cdiamp,MNXM149004
bigg.metabolite:beheneACP,MNXM149034
bigg.metabolite:au,MNXM149057
bigg.metabolite:hphhlipaB,MNXM149060
bigg.metabolite:4hprogal,MNXM149070
bigg.metabolite:4hproaragal,MNXM149071
bigg.metabolite:4hproaraaragalmeara,MNXM149072
bigg.metabolite:4hproaraaramegal,MNXM149073
bigg.metabolite:4hproaraaraaragal,MNXM149074
bigg.metabolite:4hproaraara_gal_megal,MNXM149075
bigg.metabolite:4hproaraara_ara_gal,MNXM149076
bigg.metabolite:4hproara_ara_galaragal,MNXM149077
bigg.metabolite:isoheluc24,MNXM149083
bigg.metabolite:isohensu24,MNXM149084
bigg.metabolite:isopeluc24,MNXM149085
bigg.metabolite:isopensu24,MNXM149086
bigg.metabolite:isoteluc24,MNXM149089
bigg.metabolite:isotensu24,MNXM149090
bigg.metabolite:HC00718,MNXM1491
bigg.metabolite:hg0,MNXM149106
bigg.metabolite:mfor,MNXM149108
bigg.metabolite:myrisluc24,MNXM149117
bigg.metabolite:myrisnsu24,MNXM149118
bigg.metabolite:o6a4colipa,MNXM149143
bigg.metabolite:whlnlc,MNXM149144
bigg.metabolite:whodce9a,MNXM149145
bigg.metabolite:palmiluc24,MNXM149155
bigg.metabolite:palminsu24,MNXM149156
bigg.metabolite:tyr_Lso4,MNXM149168
bigg.metabolite:app,MNXM149174
bigg.metabolite:gggicolipaAR1,MNXM149175
bigg.metabolite:gggicolipaBR1,MNXM149176
bigg.metabolite:ggicolipaAR1,MNXM149177
bigg.metabolite:ggicolipaBR1,MNXM149178
bigg.metabolite:gicolipaAR1,MNXM149179
bigg.metabolite:gicolipaBR1,MNXM149180
bigg.metabolite:icolipaAR1,MNXM149181
bigg.metabolite:icolipaBR1,MNXM149182
bigg.metabolite:srb1p,MNXM149197
bigg.metabolite:stearluc24,MNXM149198
bigg.metabolite:stearnsu24,MNXM149199
bigg.metabolite:thrp,MNXM1492
bigg.metabolite:lgnACP,MNXM149205
bigg.metabolite:bwcogdp,MNXM149209
bigg.metabolite:M00265,MNXM149265
bigg.metabolite:M01775,MNXM149269
bigg.metabolite:M01770,MNXM149270
bigg.metabolite:M00022,MNXM149276
bigg.metabolite:M01197,MNXM149560
bigg.metabolite:pre6a,MNXM1496
bigg.metabolite:ppap,MNXM1499
bigg.metabolite:CE5141,MNXM150182
bigg.metabolite:CE5250,MNXM150261
bigg.metabolite:CE5249,MNXM150262
bigg.metabolite:udpLa4o,MNXM1505
bigg.metabolite:CE2873,MNXM150744
bigg.metabolite:CE2875,MNXM150752
bigg.metabolite:CE6506,MNXM150783
bigg.metabolite:3ddcrn,MNXM150910
bigg.metabolite:3ivcrn,MNXM150917
bigg.metabolite:3octdeccrn,MNXM150922
bigg.metabolite:3tdcrn,MNXM150929
bigg.metabolite:CE2174,MNXM151064
bigg.metabolite:CE5243,MNXM151160
bigg.metabolite:4ohmdz,MNXM151195
bigg.metabolite:ohpb,MNXM1514
bigg.metabolite:CE5545,MNXM151428
bigg.metabolite:CE7101,MNXM151611
bigg.metabolite:CE6240,MNXM151627
bigg.metabolite:g3pi,MNXM1517
bigg.metabolite:M00429,MNXM1519
bigg.metabolite:dtdp,MNXM152
bigg.metabolite:1ohmdz,MNXM152046
bigg.metabolite:CE5277,MNXM152198
bigg.metabolite:apc,MNXM152246
bigg.metabolite:3hppnl,MNXM1526
bigg.metabolite:CE4722,MNXM152651
bigg.metabolite:n4abutn,MNXM1527
bigg.metabolite:34hpp,MNXM153
bigg.metabolite:4pyrdx,MNXM1530
bigg.metabolite:dmbzid,MNXM1531
bigg.metabolite:caribup_s,MNXM153165
bigg.metabolite:5apru,MNXM1532
bigg.metabolite:M01238,MNXM153514
bigg.metabolite:M00117,MNXM153529
bigg.metabolite:chols,MNXM1547
bigg.metabolite:arg__D,MNXM1552
bigg.metabolite:dmarg,MNXM155429
bigg.metabolite:gdptp,MNXM1561
bigg.metabolite:hg2,MNXM1562
bigg.metabolite:sl2a6o,MNXM1563
bigg.metabolite:idon__L,MNXM1565
bigg.metabolite:CE5752,MNXM156892
bigg.metabolite:CE5755,MNXM156893
bigg.metabolite:HC00900,MNXM1572
bigg.metabolite:mm,MNXM1572
bigg.metabolite:mmal,MNXM1572
bigg.metabolite:bgly,MNXM1577
bigg.metabolite:L_alagly,MNXM15783
bigg.metabolite:ala_L_tyr__L,MNXM15791
bigg.metabolite:ura,MNXM158
bigg.metabolite:octdp_5,MNXM15817
bigg.metabolite:CE6317,MNXM158251
bigg.metabolite:CE0074,MNXM15828
bigg.metabolite:CE2173,MNXM158565
bigg.metabolite:CE2916,MNXM158695
bigg.metabolite:CE4723,MNXM158696
bigg.metabolite:ddece1crn,MNXM158861
bigg.metabolite:M01724,MNXM158874
bigg.metabolite:c10dc,MNXM158937
bigg.metabolite:2obut,MNXM159
bigg.metabolite:2hatvacid,MNXM159054
bigg.metabolite:4hatvacid,MNXM159201
bigg.metabolite:3c4mop,MNXM1602
bigg.metabolite:pvs,MNXM160467
bigg.metabolite:mal__D,MNXM1608
bigg.metabolite:pydx5p,MNXM161
bigg.metabolite:CE1937,MNXM161256
bigg.metabolite:1mpyr,MNXM1615
bigg.metabolite:CE6252,MNXM162033
bigg.metabolite:HC02199,MNXM162246
bigg.metabolite:HC02201,MNXM162248
bigg.metabolite:dag_cho,MNXM162267
bigg.metabolite:leuktrB4,MNXM162284
bigg.metabolite:pe_cho,MNXM162287
bigg.metabolite:3amac,MNXM162288
bigg.metabolite:pa_cho,MNXM162299
bigg.metabolite:R2coa_cho,MNXM162348
bigg.metabolite:trnacys,MNXM162355
bigg.metabolite:dkmpp,MNXM162358
bigg.metabolite:galside_cho,MNXM162408
bigg.metabolite:HC02196,MNXM162410
bigg.metabolite:tdeACP,MNXM162426
bigg.metabolite:retinol_cis_11,MNXM162437
bigg.metabolite:CE2567,MNXM162458
bigg.metabolite:galgluside_cho,MNXM162474
bigg.metabolite:leuktrE4,MNXM162503
bigg.metabolite:leuktrD4,MNXM162546
bigg.metabolite:sphmyln_cho,MNXM162558
bigg.metabolite:vitd3,MNXM162562
bigg.metabolite:taxol,MNXM162590
bigg.metabolite:CE7109,MNXM162636
bigg.metabolite:CE2566,MNXM162637
bigg.metabolite:gp1calpha_cho,MNXM162653
bigg.metabolite:c163_4Z_7Z_10Zcoa,MNXM162666
bigg.metabolite:c163_7Z_10Z_13Zcoa,MNXM162666
bigg.metabolite:fmnRD,MNXM162674
bigg.metabolite:l4fn4m2masn,MNXM162679
bigg.metabolite:l4n4m2masn,MNXM162680
bigg.metabolite:2dh3dgal,MNXM1627
bigg.metabolite:R4coa_cho,MNXM162708
bigg.metabolite:R5coa_cho,MNXM162709
bigg.metabolite:CE1939,MNXM162714
bigg.metabolite:CE1935,MNXM162716
bigg.metabolite:R_3hmrscoa,MNXM162724
bigg.metabolite:formh4spt,MNXM162740
bigg.metabolite:CE7097,MNXM162741
bigg.metabolite:galacglcgal14acglcgalgluside_cho,MNXM162757
bigg.metabolite:mfr_b,MNXM162764
bigg.metabolite:mag_cho,MNXM162766
bigg.metabolite:PIM1,MNXM162771
bigg.metabolite:R1coa_cho,MNXM162774
bigg.metabolite:CE1943,MNXM162776
bigg.metabolite:hacon_T,MNXM162779
bigg.metabolite:3hbcoa__R,MNXM162788
bigg.metabolite:ak2lgchol_cho,MNXM162792
bigg.metabolite:CE5969,MNXM162793
bigg.metabolite:3aib__D,MNXM162802
bigg.metabolite:CE5348,MNXM162805
bigg.metabolite:CE5342,MNXM162806
bigg.metabolite:CE5349,MNXM162807
bigg.metabolite:c121_3Ecoa,MNXM162821
bigg.metabolite:c121_3Zcoa,MNXM162821
bigg.metabolite:c121_5Ecoa,MNXM162821
bigg.metabolite:c141_5Ecoa,MNXM162822
bigg.metabolite:c141_5Zcoa,MNXM162822
bigg.metabolite:c141_7Ecoa,MNXM162822
bigg.metabolite:c161_7Ecoa,MNXM162823
bigg.metabolite:c161_7Zcoa,MNXM162823
bigg.metabolite:c161_9Ecoa,MNXM162823
bigg.metabolite:c164_4Z_7Z_10Z_13Zcoa,MNXM162824
bigg.metabolite:d12dg_BS,MNXM162834
bigg.metabolite:em2emgacpail_cho,MNXM162878
bigg.metabolite:12dgr_BS,MNXM162881
bigg.metabolite:paf_cho,MNXM162883
bigg.metabolite:CE5967,MNXM162894
bigg.metabolite:CE5344,MNXM162895
bigg.metabolite:CE5329,MNXM162896
bigg.metabolite:CE5345,MNXM162898
bigg.metabolite:CE5331,MNXM162899
bigg.metabolite:CE5346,MNXM162902
bigg.metabolite:CE5337,MNXM162903
bigg.metabolite:oagt3_cho,MNXM162912
bigg.metabolite:CN0012,MNXM162933
bigg.metabolite:c142_5Z_8Zcoa,MNXM162936
bigg.metabolite:c143_5Z_8Z_11Zcoa,MNXM162937
bigg.metabolite:c81_5Zcoa,MNXM162938
bigg.metabolite:CE5155,MNXM162947
bigg.metabolite:CN0018,MNXM162956
bigg.metabolite:CN0017,MNXM162957
bigg.metabolite:CE5786,MNXM162968
bigg.metabolite:CE4881,MNXM162976
bigg.metabolite:pro__D,MNXM162989
bigg.metabolite:R3coa_cho,MNXM162992
bigg.metabolite:isetac,MNXM1630
bigg.metabolite:istnt,MNXM1630
bigg.metabolite:HC02220,MNXM163000
bigg.metabolite:CE4798,MNXM163033
bigg.metabolite:m2emgacpail_cho,MNXM163058
bigg.metabolite:galfuc12gal14acglcgalgluside_cho,MNXM163059
bigg.metabolite:fucgalfucgalacglcgalgluside_cho,MNXM163060
bigg.metabolite:fucfucfucgalacglcgal14acglcgalgluside_cho,MNXM163061
bigg.metabolite:fucfucfucgalacglc13galacglcgal14acglcgalgluside_cho,MNXM163062
bigg.metabolite:galgalfucfucgalacglcgalacglcgal14acglcgalgluside_cho,MNXM163063
bigg.metabolite:mem2emgacpail_cho,MNXM163071
bigg.metabolite:12dag3p_BS,MNXM163072
bigg.metabolite:ak2gp_cho,MNXM163083
bigg.metabolite:CE5241,MNXM163147
bigg.metabolite:CE5239,MNXM163148
bigg.metabolite:glcglycp,MNXM163152
bigg.metabolite:CE4989,MNXM163164
bigg.metabolite:CE5148,MNXM163172
bigg.metabolite:CE5153,MNXM163173
bigg.metabolite:CE5157,MNXM163174
bigg.metabolite:CE5161,MNXM163175
bigg.metabolite:CE2095,MNXM163184
bigg.metabolite:CE5144,MNXM163188
bigg.metabolite:CE5152,MNXM163189
bigg.metabolite:CE5156,MNXM163190
bigg.metabolite:CE5160,MNXM163191
bigg.metabolite:CE5653,MNXM163202
bigg.metabolite:42A3HP24DB,MNXM163203
bigg.metabolite:CE5970,MNXM163206
bigg.metabolite:CE6508,MNXM163212
bigg.metabolite:CE5347,MNXM163214
bigg.metabolite:CE5341,MNXM163215
bigg.metabolite:adhap_cho,MNXM163268
bigg.metabolite:acgagbside_cho,MNXM163272
bigg.metabolite:galfucgalacglcgal14acglcgalgluside_cho,MNXM163273
bigg.metabolite:34dhmald,MNXM1633
bigg.metabolite:bglc,MNXM163321
bigg.metabolite:c101_4Zcoa,MNXM163329
bigg.metabolite:c102_4Z_7Zcoa,MNXM163330
bigg.metabolite:c122_3Z_6Zcoa,MNXM163331
bigg.metabolite:c123_3Z_6Z_9Zcoa,MNXM163332
bigg.metabolite:c162_7E_10Ecoa,MNXM163333
bigg.metabolite:c162_7Z_10Zcoa,MNXM163333
bigg.metabolite:c184_3Z_6Z_9Z_12Zcoa,MNXM163334
bigg.metabolite:c185_3Z_6Z_9Z_12Z_15Zcoa,MNXM163335
bigg.metabolite:c81_5Zcrn,MNXM163336
bigg.metabolite:acnacngalgbside_cho,MNXM163357
bigg.metabolite:eoaa,MNXM163366
bigg.metabolite:fa4,MNXM163380
bigg.metabolite:fa12,MNXM163381
bigg.metabolite:fa3,MNXM163382
bigg.metabolite:fa6,MNXM163383
bigg.metabolite:fa11,MNXM163384
bigg.metabolite:fn3m2masn,MNXM163387
bigg.metabolite:fn3rm2masn,MNXM163388
bigg.metabolite:fn4m2masn,MNXM163389
bigg.metabolite:fucgalgbside_cho,MNXM163390
bigg.metabolite:galacglcgalgbside_cho,MNXM163391
bigg.metabolite:CE5854,MNXM163393
bigg.metabolite:gd1b2_cho,MNXM163394
bigg.metabolite:3hpppn,MNXM1634
bigg.metabolite:gt2_cho,MNXM163402
bigg.metabolite:gt3_cho,MNXM163403
bigg.metabolite:gum,MNXM163404
bigg.metabolite:diala__L,MNXM163415
bigg.metabolite:fucfucgalacglcgalgluside_cho,MNXM163420
bigg.metabolite:CE7079,MNXM163421
bigg.metabolite:CE6316,MNXM163443
bigg.metabolite:gd1a_cho,MNXM163472
bigg.metabolite:2ohph,MNXM1635
bigg.metabolite:n3rm2masn,MNXM163518
bigg.metabolite:HC02112,MNXM163520
bigg.metabolite:HC02113,MNXM163521
bigg.metabolite:pect,MNXM163549
bigg.metabolite:pgly_BS,MNXM163555
bigg.metabolite:pchlda,MNXM163566
bigg.metabolite:psyl,MNXM163567
bigg.metabolite:acn13acngalgbside_cho,MNXM163578
bigg.metabolite:acn23acngalgbside_cho,MNXM163579
bigg.metabolite:acngalgbside_cho,MNXM163580
bigg.metabolite:sgalside_cho,MNXM163584
bigg.metabolite:CE5150,MNXM163588
bigg.metabolite:CE5154,MNXM163589
bigg.metabolite:CE5158,MNXM163590
bigg.metabolite:CE5162,MNXM163591
bigg.metabolite:galfucgalacglcgalgluside_cho,MNXM163600
bigg.metabolite:galfucgalacglcgalgluside_hs,MNXM163600
bigg.metabolite:fucgalacglcgalgluside_cho,MNXM163601
bigg.metabolite:gpi_cho,MNXM163609
bigg.metabolite:memgacpail_cho,MNXM163626
bigg.metabolite:akdhap_cho,MNXM163632
bigg.metabolite:CE6447,MNXM163636
bigg.metabolite:CE6446,MNXM163637
bigg.metabolite:CE6449,MNXM163645
bigg.metabolite:CE6429,MNXM163646
bigg.metabolite:CE7112,MNXM163647
bigg.metabolite:CE6450,MNXM163648
bigg.metabolite:CE6451,MNXM163661
bigg.metabolite:3bcrn,MNXM163668
bigg.metabolite:CE5307,MNXM163671
bigg.metabolite:3ityr__L,MNXM163676
bigg.metabolite:CE6444,MNXM163681
bigg.metabolite:CE4874,MNXM163692
bigg.metabolite:CE6445,MNXM163697
bigg.metabolite:ala_L_his__L,MNXM163729
bigg.metabolite:gm3_cho,MNXM163732
bigg.metabolite:fa4coa,MNXM163747
bigg.metabolite:fa12coa,MNXM163748
bigg.metabolite:HC00004,MNXM163754
bigg.metabolite:arsenb,MNXM163758
bigg.metabolite:CN0009,MNXM163759
bigg.metabolite:acgbgbside_cho,MNXM163763
bigg.metabolite:cdpdag_BS,MNXM163773
bigg.metabolite:cs_cho_linkage,MNXM163780
bigg.metabolite:cddec5eACP,MNXM163784
bigg.metabolite:citmcoa__L,MNXM163785
bigg.metabolite:m2gacpail_cho,MNXM163795
bigg.metabolite:3hmoa,MNXM1638
bigg.metabolite:fa1,MNXM163808
bigg.metabolite:fnm2masn,MNXM163811
bigg.metabolite:galgalgalthcrm_cho,MNXM163812
bigg.metabolite:gacpail_cho,MNXM163817
bigg.metabolite:fa1coa,MNXM163825
bigg.metabolite:fa3coa,MNXM163826
bigg.metabolite:fa6coa,MNXM163827
bigg.metabolite:fa11coa,MNXM163828
bigg.metabolite:l3fn3m2masn,MNXM163838
bigg.metabolite:l3n3m2masn,MNXM163839
bigg.metabolite:alpa_cho,MNXM163842
bigg.metabolite:m_em_3gacpail,MNXM163845
bigg.metabolite:m_em_3gacpail_cho,MNXM163845
bigg.metabolite:mgacpail_cho,MNXM163846
bigg.metabolite:CE5867,MNXM163855
bigg.metabolite:em3gacpail_cho,MNXM163885
bigg.metabolite:3hoxpac,MNXM1639
bigg.metabolite:CE2243,MNXM163905
bigg.metabolite:m3gacpail_cho,MNXM163909
bigg.metabolite:g3m8mpdol,MNXM163974
bigg.metabolite:acgalfuc12gal14acglcgalgluside_cho,MNXM163978
bigg.metabolite:fucfucgalacglcgal14acglcgalgluside_cho,MNXM163979
bigg.metabolite:acglcgalacglcgal14acglcgalgluside_cho,MNXM163980
bigg.metabolite:galacgalfucgalacglcgal14acglcgalgluside_cho,MNXM163981
bigg.metabolite:fucgalacgalfucgalacglcgal14acglcgalgluside_cho,MNXM163982
bigg.metabolite:fucgalacglc13galacglcgal14acglcgalgluside_cho,MNXM163983
bigg.metabolite:em2emgacpail_prot_cho,MNXM163986
bigg.metabolite:emem2gacpail_cho,MNXM163987
bigg.metabolite:4hbz,MNXM164
bigg.metabolite:m3emgacpail_cho,MNXM164011
bigg.metabolite:1glyc_cho,MNXM164013
bigg.metabolite:ak2gchol_cho,MNXM164030
bigg.metabolite:ak2gpe_cho,MNXM164031
bigg.metabolite:CE6504,MNXM164037
bigg.metabolite:10fthfglu__L,MNXM164047
bigg.metabolite:CE5700,MNXM164054
bigg.metabolite:CE5932,MNXM164058
bigg.metabolite:CE6438,MNXM164063
bigg.metabolite:CE6435,MNXM164067
bigg.metabolite:2p4c2me,MNXM1641
bigg.metabolite:2dmmq7,MNXM164125
bigg.metabolite:CE5875,MNXM164152
bigg.metabolite:CE5815,MNXM164163
bigg.metabolite:CE7115,MNXM164164
bigg.metabolite:CE6248,MNXM164165
bigg.metabolite:CE4811,MNXM164249
bigg.metabolite:CE1761,MNXM164305
bigg.metabolite:CE5591,MNXM164316
bigg.metabolite:CE5592,MNXM164317
bigg.metabolite:CE5986,MNXM164347
bigg.metabolite:CE7111,MNXM164348
bigg.metabolite:CE5546,MNXM164349
bigg.metabolite:CE5544,MNXM164350
bigg.metabolite:CE5025,MNXM164351
bigg.metabolite:CE5547,MNXM164353
bigg.metabolite:CE5352,MNXM164366
bigg.metabolite:CE2446,MNXM164381
bigg.metabolite:CE6426,MNXM164389
bigg.metabolite:CE2345,MNXM164390
bigg.metabolite:antim,MNXM164563
bigg.metabolite:arsna,MNXM164568
bigg.metabolite:arsni2,MNXM164569
bigg.metabolite:HC02111,MNXM164571
bigg.metabolite:glgchlo,MNXM164589
bigg.metabolite:gltcho,MNXM164590
bigg.metabolite:gltdechol,MNXM164591
bigg.metabolite:c101_3Ecoa,MNXM164608
bigg.metabolite:c101_4Ecoa,MNXM164609
bigg.metabolite:c11_trimethylcoa,MNXM164610
bigg.metabolite:c110coa,MNXM164611
bigg.metabolite:c122_3E_6Ecoa,MNXM164612
bigg.metabolite:c13_trimethylcoa,MNXM164613
bigg.metabolite:c130coa,MNXM164614
bigg.metabolite:c142_5E_8Ecoa,MNXM164615
bigg.metabolite:c201coa,MNXM164619
bigg.metabolite:c220coa,MNXM164620
bigg.metabolite:c221coa,MNXM164621
bigg.metabolite:c50coa,MNXM164650
bigg.metabolite:c6coa,MNXM164651
bigg.metabolite:c61_3Zcoa,MNXM164652
bigg.metabolite:c70coa,MNXM164653
bigg.metabolite:c81_c184crn,MNXM164654
bigg.metabolite:c90coa,MNXM164656
bigg.metabolite:cdlp_BS,MNXM164662
bigg.metabolite:HC02025,MNXM164674
bigg.metabolite:HC02026,MNXM164675
bigg.metabolite:HC02021,MNXM164676
bigg.metabolite:CE6204,MNXM164681
bigg.metabolite:C05770,MNXM164684
bigg.metabolite:g16bp,MNXM164700
bigg.metabolite:l2n2m2masn,MNXM164724
bigg.metabolite:dem2emgacpail_prot_cho,MNXM164725
bigg.metabolite:dgpi_prot_cho,MNXM164726
bigg.metabolite:dedol,MNXM164727
bigg.metabolite:dedolp,MNXM164728
bigg.metabolite:CN0019,MNXM164731
bigg.metabolite:ddcoa,MNXM164739
bigg.metabolite:CE2751,MNXM164752
bigg.metabolite:CE4812,MNXM164756
bigg.metabolite:epoIm,MNXM164761
bigg.metabolite:ferrich,MNXM164768
bigg.metabolite:ferxa,MNXM164771
bigg.metabolite:fnm4masn,MNXM164774
bigg.metabolite:CE7047,MNXM164787
bigg.metabolite:acglcgalgbside_cho,MNXM164802
bigg.metabolite:gtca2_45_BS,MNXM164813
bigg.metabolite:gtca3_45_BS,MNXM164814
bigg.metabolite:gtca1_45_BS,MNXM164815
bigg.metabolite:HC02136,MNXM164816
bigg.metabolite:gm2a_cho,MNXM164820
bigg.metabolite:HC02154,MNXM164821
bigg.metabolite:gbdp,MNXM164823
bigg.metabolite:gumdchac,MNXM164825
bigg.metabolite:gumgchol,MNXM164826
bigg.metabolite:gumtchol,MNXM164827
bigg.metabolite:galacglcgalacglcgal14acglcgalgluside_cho,MNXM164839
bigg.metabolite:igg,MNXM164841
bigg.metabolite:igg_hc,MNXM164842
bigg.metabolite:igg_lc,MNXM164843
bigg.metabolite:l2n2bdl4fn4m2masn,MNXM164876
bigg.metabolite:l2n2bdl4n4m2masn,MNXM164877
bigg.metabolite:l2n2cdl4fn4m2masn,MNXM164878
bigg.metabolite:l2n2cdl4n4m2masn,MNXM164879
bigg.metabolite:l3fn3rm2masn,MNXM164880
bigg.metabolite:l3n3l4fn4m2masn,MNXM164881
bigg.metabolite:l3n3l4n4m2masn,MNXM164882
bigg.metabolite:l3n3rm2masn,MNXM164883
bigg.metabolite:lipo3_24_BS,MNXM164887
bigg.metabolite:lipo1_24_BS,MNXM164888
bigg.metabolite:lipo2_24_BS,MNXM164889
bigg.metabolite:lipo4_24_BS,MNXM164890
bigg.metabolite:lnbl4fn4m2masn,MNXM164892
bigg.metabolite:lnbl4n4m2masn,MNXM164893
bigg.metabolite:lncl4fn4m2masn,MNXM164894
bigg.metabolite:lncl4n4m2masn,MNXM164895
bigg.metabolite:lndl4fn4m2masn,MNXM164896
bigg.metabolite:lndl4n4m2masn,MNXM164897
bigg.metabolite:lnl3fn3m2masn,MNXM164898
bigg.metabolite:lnl3n3m2masn,MNXM164899
bigg.metabolite:tcam_BS,MNXM164918
bigg.metabolite:m12dg_BS,MNXM164920
bigg.metabolite:gm2_cho,MNXM164935
bigg.metabolite:n2bdl4fn4m2masn,MNXM164986
bigg.metabolite:n2bdl4n4m2masn,MNXM164987
bigg.metabolite:n2cdl4fn4m2masn,MNXM164988
bigg.metabolite:n2cdl4n4m2masn,MNXM164989
bigg.metabolite:n3l4fn4m2masn,MNXM164990
bigg.metabolite:n3l4n4m2masn,MNXM164991
bigg.metabolite:26dapime,MNXM164994
bigg.metabolite:n6all26d,MNXM164994
bigg.metabolite:nbl4fn4m2masn,MNXM164998
bigg.metabolite:nbl4n4m2masn,MNXM164999
bigg.metabolite:ncl4fn4m2masn,MNXM165000
bigg.metabolite:ncl4n4m2masn,MNXM165001
bigg.metabolite:ndl4fn4m2masn,MNXM165002
bigg.metabolite:ndl4n4m2masn,MNXM165003
bigg.metabolite:nl3fn3m2masn,MNXM165016
bigg.metabolite:nl3n3m2masn,MNXM165017
bigg.metabolite:akgp_cho,MNXM165029
bigg.metabolite:pectindchac,MNXM165064
bigg.metabolite:pectingchol,MNXM165065
bigg.metabolite:pectintchol,MNXM165066
bigg.metabolite:psetha_BS,MNXM165071
bigg.metabolite:pglyp_BS,MNXM165072
bigg.metabolite:ps_BS,MNXM165073
bigg.metabolite:emgacpail_cho,MNXM165075
bigg.metabolite:psylchol,MNXM165091
bigg.metabolite:psyltchol,MNXM165092
bigg.metabolite:psyltdechol,MNXM165093
bigg.metabolite:R6coa_cho,MNXM165102
bigg.metabolite:CE2089,MNXM165124
bigg.metabolite:s3l3fn3m2masn,MNXM165128
bigg.metabolite:s3l3fn3rm2masn,MNXM165129
bigg.metabolite:s3l3n3m2masn,MNXM165130
bigg.metabolite:s3l3n3rm2masn,MNXM165131
bigg.metabolite:s3lnl3fn3m2masn,MNXM165132
bigg.metabolite:s3lnl3n3m2masn,MNXM165133
bigg.metabolite:s4l2n2bdl4fn4m2masn,MNXM165134
bigg.metabolite:s4l2n2bdl4n4m2masn,MNXM165135
bigg.metabolite:s4l2n2cdl4fn4m2masn,MNXM165136
bigg.metabolite:s4l2n2cdl4n4m2masn,MNXM165137
bigg.metabolite:s4l3n3l4fn4m2masn,MNXM165138
bigg.metabolite:s4l3n3l4n4m2masn,MNXM165139
bigg.metabolite:s4l4fn4m2masn,MNXM165140
bigg.metabolite:s4l4n4m2masn,MNXM165141
bigg.metabolite:s4lnbl4fn4m2masn,MNXM165142
bigg.metabolite:s4lnbl4n4m2masn,MNXM165143
bigg.metabolite:s4lncl4fn4m2masn,MNXM165144
bigg.metabolite:s4lncl4n4m2masn,MNXM165145
bigg.metabolite:s4lndl4fn4m2masn,MNXM165146
bigg.metabolite:s4lndl4n4m2masn,MNXM165147
bigg.metabolite:HC02129,MNXM165176
bigg.metabolite:CE5114,MNXM165187
bigg.metabolite:CE2245,MNXM165192
bigg.metabolite:t12dg_BS,MNXM165194
bigg.metabolite:gpi_prot_cho,MNXM165234
bigg.metabolite:caproic,MNXM1653
bigg.metabolite:hxa,MNXM1653
bigg.metabolite:mem2emgacpail_prot_cho,MNXM165396
bigg.metabolite:14bxyl,MNXM165397
bigg.metabolite:16BDglcn,MNXM165456
bigg.metabolite:dak2gpe_cho,MNXM165463
bigg.metabolite:CE6457,MNXM165515
bigg.metabolite:CE6456,MNXM165516
bigg.metabolite:CE5016,MNXM165531
bigg.metabolite:CE6463,MNXM165533
bigg.metabolite:CE6462,MNXM165534
