#source,ID
seed.compound:cpd17234,MNXM54765
seed.compound:cpd09801,MNXM5477
seed.compound:cpd05591,MNXM54771
seed.compound:cpd06953,MNXM54772
seed.compound:cpd19456,MNXM54774
seed.compound:cpd19457,MNXM54776
seed.compound:cpd14836,MNXM54777
seed.compound:cpd17235,MNXM54779
seed.compound:cpd04822,MNXM54782
seed.compound:cpd23651,MNXM54783
seed.compound:cpd23652,MNXM54784
seed.compound:cpd01842,MNXM5479
seed.compound:cpd03057,MNXM54799
seed.compound:cpd00419,MNXM548
seed.compound:cpd15357,MNXM5480
seed.compound:cpd15358,MNXM5481
seed.compound:cpd33583,MNXM5481
seed.compound:cpd01111,MNXM54810
seed.compound:cpd23046,MNXM54814
seed.compound:cpd08856,MNXM54817
seed.compound:cpd06351,MNXM54821
seed.compound:cpd06093,MNXM54822
seed.compound:cpd06095,MNXM54823
seed.compound:cpd12309,MNXM54825
seed.compound:cpd12310,MNXM54826
seed.compound:cpd11697,MNXM54829
seed.compound:cpd15198,MNXM5483
seed.compound:cpd12097,MNXM54830
seed.compound:cpd12059,MNXM54831
seed.compound:cpd11775,MNXM54832
seed.compound:cpd21221,MNXM54835
seed.compound:cpd06098,MNXM54836
seed.compound:cpd06102,MNXM54837
seed.compound:cpd07118,MNXM54845
seed.compound:cpd06672,MNXM54850
seed.compound:cpd17236,MNXM54851
seed.compound:cpd06673,MNXM54852
seed.compound:cpd08450,MNXM54853
seed.compound:cpd28900,MNXM54855
seed.compound:cpd17422,MNXM5486
seed.compound:cpd07309,MNXM54866
seed.compound:cpd14615,MNXM5487
seed.compound:cpd06936,MNXM54871
seed.compound:cpd17803,MNXM54873
seed.compound:cpd17808,MNXM54876
seed.compound:cpd17804,MNXM54877
seed.compound:cpd06954,MNXM54880
seed.compound:cpd06847,MNXM54882
seed.compound:cpd06850,MNXM54883
seed.compound:cpd06851,MNXM54884
seed.compound:cpd03935,MNXM54885
seed.compound:cpd09687,MNXM54888
seed.compound:cpd06852,MNXM54894
seed.compound:cpd06956,MNXM54896
seed.compound:cpd07678,MNXM54897
seed.compound:cpd15362,MNXM5490
seed.compound:cpd06937,MNXM54904
seed.compound:cpd07119,MNXM54905
seed.compound:cpd07240,MNXM54909
seed.compound:cpd15363,MNXM5491
seed.compound:cpd07693,MNXM54939
seed.compound:cpd07036,MNXM54945
seed.compound:cpd08104,MNXM54952
seed.compound:cpd14747,MNXM54953
seed.compound:cpd04857,MNXM5496
seed.compound:cpd05396,MNXM54969
seed.compound:cpd04852,MNXM5497
seed.compound:cpd06340,MNXM54970
seed.compound:cpd23654,MNXM54971
seed.compound:cpd07345,MNXM54974
seed.compound:cpd07346,MNXM54975
seed.compound:cpd05840,MNXM54984
seed.compound:cpd07037,MNXM54989
seed.compound:cpd19569,MNXM5499
seed.compound:cpd05796,MNXM54993
seed.compound:cpd05797,MNXM54994
seed.compound:cpd05763,MNXM54997
seed.compound:cpd04369,MNXM5500
seed.compound:cpd17857,MNXM55009
seed.compound:cpd07089,MNXM5501
seed.compound:cpd07310,MNXM55010
seed.compound:cpd05665,MNXM55015
seed.compound:cpd05668,MNXM55016
seed.compound:cpd05669,MNXM55017
seed.compound:cpd06341,MNXM55019
seed.compound:cpd17402,MNXM5502
seed.compound:cpd06358,MNXM55020
seed.compound:cpd06360,MNXM55021
seed.compound:cpd06352,MNXM55023
seed.compound:cpd24096,MNXM55025
seed.compound:cpd17405,MNXM5503
seed.compound:cpd17409,MNXM5505
seed.compound:cpd12098,MNXM55056
seed.compound:cpd06361,MNXM55058
seed.compound:cpd17413,MNXM5506
seed.compound:cpd08509,MNXM55063
seed.compound:cpd06939,MNXM55064
seed.compound:cpd06645,MNXM55065
seed.compound:cpd07148,MNXM55066
seed.compound:cpd17417,MNXM5507
seed.compound:cpd14771,MNXM55070
seed.compound:cpd17421,MNXM5508
seed.compound:cpd14979,MNXM5509
seed.compound:cpd21220,MNXM55092
seed.compound:cpd20502,MNXM55095
seed.compound:cpd20503,MNXM55096
seed.compound:cpd11880,MNXM55097
seed.compound:cpd14328,MNXM55099
seed.compound:cpd12028,MNXM5510
seed.compound:cpd14769,MNXM55100
seed.compound:cpd14770,MNXM55101
seed.compound:cpd11858,MNXM55103
seed.compound:cpd27163,MNXM55103
seed.compound:cpd08993,MNXM5511
seed.compound:cpd17459,MNXM55115
seed.compound:cpd17460,MNXM55116
seed.compound:cpd17461,MNXM55117
seed.compound:cpd09213,MNXM5512
seed.compound:cpd05316,MNXM55120
seed.compound:cpd08897,MNXM5513
seed.compound:cpd22710,MNXM55130
seed.compound:cpd05322,MNXM55132
seed.compound:cpd17140,MNXM55133
seed.compound:cpd17141,MNXM55134
seed.compound:cpd05325,MNXM55139
seed.compound:cpd05326,MNXM55142
seed.compound:cpd05328,MNXM55145
seed.compound:cpd05330,MNXM55156
seed.compound:cpd25975,MNXM55168
seed.compound:cpd09210,MNXM5517
seed.compound:cpd09207,MNXM5518
seed.compound:cpd14636,MNXM55182
seed.compound:cpd17462,MNXM55185
seed.compound:cpd36213,MNXM55199
seed.compound:cpd02295,MNXM552
seed.compound:cpd14931,MNXM5521
seed.compound:cpd21051,MNXM55216
seed.compound:cpd26269,MNXM55217
seed.compound:cpd14988,MNXM5523
seed.compound:cpd25969,MNXM55236
seed.compound:cpd26317,MNXM55243
seed.compound:cpd25468,MNXM55248
seed.compound:cpd26480,MNXM55258
seed.compound:cpd04660,MNXM55259
seed.compound:cpd17238,MNXM55260
seed.compound:cpd06567,MNXM55261
seed.compound:cpd23855,MNXM55268
seed.compound:cpd16453,MNXM5527
seed.compound:cpd11580,MNXM55276
seed.compound:cpd03786,MNXM5528
seed.compound:cpd11591,MNXM55287
seed.compound:cpd31565,MNXM55296
seed.compound:cpd04076,MNXM5530
seed.compound:cpd12798,MNXM55300
seed.compound:cpd01744,MNXM55304
seed.compound:cpd01671,MNXM55313
seed.compound:cpd26382,MNXM55317
seed.compound:cpd03255,MNXM5532
seed.compound:cpd08448,MNXM5533
seed.compound:cpd07805,MNXM55332
seed.compound:cpd20682,MNXM55336
seed.compound:cpd20683,MNXM55337
seed.compound:cpd14644,MNXM5534
seed.compound:cpd26457,MNXM55342
seed.compound:cpd25663,MNXM55343
seed.compound:cpd09489,MNXM5535
seed.compound:cpd22731,MNXM5535
seed.compound:cpd27122,MNXM55354
seed.compound:cpd07571,MNXM55356
seed.compound:cpd14929,MNXM5536
seed.compound:cpd12764,MNXM55367
seed.compound:cpd12767,MNXM55368
seed.compound:cpd12763,MNXM55369
seed.compound:cpd15157,MNXM5537
seed.compound:cpd12766,MNXM55370
seed.compound:cpd12610,MNXM55387
seed.compound:cpd15109,MNXM5539
seed.compound:cpd02219,MNXM55391
seed.compound:cpd00414,MNXM55396
seed.compound:cpd14565,MNXM55398
seed.compound:cpd00689,MNXM554
seed.compound:cpd10540,MNXM5540
seed.compound:cpd07572,MNXM55400
seed.compound:cpd07573,MNXM55402
seed.compound:cpd12615,MNXM55406
seed.compound:cpd16367,MNXM5541
seed.compound:cpd07574,MNXM55413
seed.compound:cpd20341,MNXM5545
seed.compound:cpd22125,MNXM5545
seed.compound:cpd24418,MNXM55454
seed.compound:cpd26332,MNXM55458
seed.compound:cpd08207,MNXM5548
seed.compound:cpd20200,MNXM55482
seed.compound:cpd03367,MNXM5549
seed.compound:cpd01175,MNXM55490
seed.compound:cpd20392,MNXM55491
seed.compound:cpd02333,MNXM555
seed.compound:cpd22618,MNXM5550
seed.compound:cpd22886,MNXM55505
seed.compound:cpd07149,MNXM55508
seed.compound:cpd05991,MNXM55509
seed.compound:cpd05997,MNXM55510
seed.compound:cpd05992,MNXM55511
seed.compound:cpd05998,MNXM55512
seed.compound:cpd14804,MNXM55513
seed.compound:cpd17149,MNXM55515
seed.compound:cpd08891,MNXM5552
seed.compound:cpd08890,MNXM5553
seed.compound:cpd19277,MNXM55533
seed.compound:cpd19278,MNXM55534
seed.compound:cpd19279,MNXM55535
seed.compound:cpd19280,MNXM55536
seed.compound:cpd19281,MNXM55537
seed.compound:cpd19282,MNXM55538
seed.compound:cpd07507,MNXM55539
seed.compound:cpd16441,MNXM5554
seed.compound:cpd05454,MNXM55541
seed.compound:cpd14805,MNXM55548
seed.compound:cpd36930,MNXM55550
seed.compound:cpd19213,MNXM55551
seed.compound:cpd06820,MNXM55552
seed.compound:cpd17161,MNXM55553
seed.compound:cpd17162,MNXM55554
seed.compound:cpd20916,MNXM55559
seed.compound:cpd20903,MNXM55560
seed.compound:cpd01893,MNXM5557
seed.compound:cpd13441,MNXM5559
seed.compound:cpd33940,MNXM55600
seed.compound:cpd06941,MNXM55607
seed.compound:cpd06940,MNXM55612
seed.compound:cpd06362,MNXM55620
seed.compound:cpd14949,MNXM5563
seed.compound:cpd21585,MNXM55634
seed.compound:cpd03968,MNXM5564
seed.compound:cpd06363,MNXM55640
seed.compound:cpd14566,MNXM55646
seed.compound:cpd22674,MNXM55647
seed.compound:cpd22675,MNXM55648
seed.compound:cpd06364,MNXM55650
seed.compound:cpd04171,MNXM55652
seed.compound:cpd24108,MNXM55653
seed.compound:cpd07349,MNXM55654
seed.compound:cpd19359,MNXM55655
seed.compound:cpd21440,MNXM55657
seed.compound:cpd07508,MNXM55658
seed.compound:cpd06365,MNXM55659
seed.compound:cpd14641,MNXM55664
seed.compound:cpd06568,MNXM55666
seed.compound:cpd32989,MNXM55666
seed.compound:cpd05713,MNXM55668
seed.compound:cpd07575,MNXM55669
seed.compound:cpd08222,MNXM55675
seed.compound:cpd08414,MNXM55676
seed.compound:cpd07686,MNXM55677
seed.compound:cpd12658,MNXM55678
seed.compound:cpd04087,MNXM55679
seed.compound:cpd16420,MNXM5568
seed.compound:cpd20098,MNXM55680
seed.compound:cpd20097,MNXM55681
seed.compound:cpd08839,MNXM55682
seed.compound:cpd06367,MNXM55684
seed.compound:cpd11290,MNXM55692
seed.compound:cpd03211,MNXM557
seed.compound:cpd35382,MNXM55705
seed.compound:cpd06570,MNXM55712
seed.compound:cpd04331,MNXM55713
seed.compound:cpd04334,MNXM55720
seed.compound:cpd22190,MNXM5573
seed.compound:cpd03911,MNXM55733
seed.compound:cpd16423,MNXM5574
seed.compound:cpd14729,MNXM55754
seed.compound:cpd07882,MNXM55756
seed.compound:cpd13337,MNXM55776
seed.compound:cpd13338,MNXM55777
seed.compound:cpd13339,MNXM55778
seed.compound:cpd13340,MNXM55779
seed.compound:cpd08447,MNXM5578
seed.compound:cpd07038,MNXM55783
seed.compound:cpd16576,MNXM55784
seed.compound:cpd11273,MNXM55786
seed.compound:cpd11292,MNXM55787
seed.compound:cpd11274,MNXM55788
seed.compound:cpd11272,MNXM55789
seed.compound:cpd11279,MNXM55790
seed.compound:cpd11271,MNXM55792
seed.compound:cpd11269,MNXM55793
seed.compound:cpd11275,MNXM55795
seed.compound:cpd23863,MNXM55796
seed.compound:cpd10734,MNXM55797
seed.compound:cpd10788,MNXM55798
seed.compound:cpd05843,MNXM55799
seed.compound:cpd15353,MNXM558
seed.compound:cpd14907,MNXM5580
seed.compound:cpd05246,MNXM55802
seed.compound:cpd05845,MNXM55803
seed.compound:cpd05848,MNXM55805
seed.compound:cpd06353,MNXM55808
seed.compound:cpd09594,MNXM55812
seed.compound:cpd14642,MNXM55816
seed.compound:cpd08955,MNXM55821
seed.compound:cpd06822,MNXM55823
seed.compound:cpd17783,MNXM55825
seed.compound:cpd21386,MNXM5583
seed.compound:cpd20201,MNXM55835
seed.compound:cpd07482,MNXM55842
seed.compound:cpd17130,MNXM55843
seed.compound:cpd20873,MNXM5585
seed.compound:cpd17384,MNXM55850
seed.compound:cpd06000,MNXM55852
seed.compound:cpd06001,MNXM55853
seed.compound:cpd11938,MNXM55859
seed.compound:cpd02002,MNXM55863
seed.compound:cpd04796,MNXM55867
seed.compound:cpd20053,MNXM55870
seed.compound:cpd21155,MNXM55885
seed.compound:cpd01249,MNXM55888
seed.compound:cpd19706,MNXM55898
seed.compound:cpd01879,MNXM559
seed.compound:cpd20351,MNXM55900
seed.compound:cpd02959,MNXM55901
seed.compound:cpd17610,MNXM55905
seed.compound:cpd08945,MNXM55906
seed.compound:cpd21349,MNXM55910
seed.compound:cpd19248,MNXM55911
seed.compound:cpd07577,MNXM55916
seed.compound:cpd07578,MNXM55921
seed.compound:cpd06103,MNXM55922
seed.compound:cpd07580,MNXM55923
seed.compound:cpd06675,MNXM55932
seed.compound:cpd07483,MNXM55933
seed.compound:cpd05671,MNXM55934
seed.compound:cpd07039,MNXM55935
seed.compound:cpd06354,MNXM55939
seed.compound:cpd09859,MNXM55940
seed.compound:cpd34807,MNXM55941
seed.compound:cpd20685,MNXM55943
seed.compound:cpd20505,MNXM55944
seed.compound:cpd20686,MNXM55945
seed.compound:cpd20687,MNXM55947
seed.compound:cpd37283,MNXM55952
seed.compound:cpd11957,MNXM55953
seed.compound:cpd12061,MNXM55954
seed.compound:cpd05799,MNXM55956
seed.compound:cpd11400,MNXM55957
seed.compound:cpd05849,MNXM55958
seed.compound:cpd25705,MNXM55959
seed.compound:cpd25702,MNXM55960
seed.compound:cpd06368,MNXM55965
seed.compound:cpd05504,MNXM55966
seed.compound:cpd06355,MNXM55967
seed.compound:cpd21420,MNXM5598
seed.compound:cpd06162,MNXM55980
seed.compound:cpd07208,MNXM55986
seed.compound:cpd07213,MNXM55988
seed.compound:cpd17240,MNXM55993
seed.compound:cpd05764,MNXM55995
seed.compound:cpd05765,MNXM55996
seed.compound:cpd07352,MNXM55998
seed.compound:cpd06571,MNXM55999
seed.compound:cpd06572,MNXM56000
seed.compound:cpd06573,MNXM56001
seed.compound:cpd14645,MNXM56003
seed.compound:cpd14647,MNXM56004
seed.compound:cpd05766,MNXM56005
seed.compound:cpd23814,MNXM56006
seed.compound:cpd23054,MNXM56007
seed.compound:cpd20810,MNXM56009
seed.compound:cpd33242,MNXM56018
seed.compound:cpd15834,MNXM5602
seed.compound:cpd03015,MNXM56026
seed.compound:cpd11939,MNXM56032
seed.compound:cpd21255,MNXM56033
seed.compound:cpd29869,MNXM56034
seed.compound:cpd03136,MNXM5604
seed.compound:cpd05290,MNXM56062
seed.compound:cpd29026,MNXM56063
seed.compound:cpd05291,MNXM56064
seed.compound:cpd05289,MNXM56066
seed.compound:cpd02077,MNXM5607
seed.compound:cpd14649,MNXM56074
seed.compound:cpd15016,MNXM5608
seed.compound:cpd27212,MNXM56080
seed.compound:cpd17825,MNXM56099
seed.compound:cpd09884,MNXM56104
seed.compound:cpd10026,MNXM56105
seed.compound:cpd25865,MNXM56109
seed.compound:cpd28918,MNXM56110
seed.compound:cpd24227,MNXM56116
seed.compound:cpd12734,MNXM5612
seed.compound:cpd15059,MNXM56122
seed.compound:cpd15060,MNXM56123
seed.compound:cpd03408,MNXM5613
seed.compound:cpd05292,MNXM56141
seed.compound:cpd25627,MNXM56143
seed.compound:cpd23669,MNXM56144
seed.compound:cpd21017,MNXM5615
seed.compound:cpd19923,MNXM56160
seed.compound:cpd20394,MNXM56164
seed.compound:cpd01600,MNXM56165
seed.compound:cpd15488,MNXM56168
seed.compound:cpd21470,MNXM5617
seed.compound:cpd10416,MNXM56171
seed.compound:cpd03658,MNXM5618
seed.compound:cpd00435,MNXM562
seed.compound:cpd02199,MNXM562
seed.compound:cpd14608,MNXM5620
seed.compound:cpd27215,MNXM56215
seed.compound:cpd08091,MNXM56216
seed.compound:cpd06826,MNXM56217
seed.compound:cpd06356,MNXM56218
seed.compound:cpd06575,MNXM56219
seed.compound:cpd15750,MNXM5622
seed.compound:cpd05592,MNXM56229
seed.compound:cpd15753,MNXM5623
seed.compound:cpd19238,MNXM56240
seed.compound:cpd08583,MNXM56241
seed.compound:cpd05247,MNXM56249
seed.compound:cpd22795,MNXM5625
seed.compound:cpd08776,MNXM5626
seed.compound:cpd05593,MNXM56265
seed.compound:cpd08760,MNXM5627
seed.compound:cpd08768,MNXM5628
seed.compound:cpd08752,MNXM5629
seed.compound:cpd21414,MNXM5630
seed.compound:cpd07974,MNXM56305
seed.compound:cpd20382,MNXM56306
seed.compound:cpd07927,MNXM56307
seed.compound:cpd20506,MNXM56309
seed.compound:cpd05022,MNXM56313
seed.compound:cpd21433,MNXM5632
seed.compound:cpd19730,MNXM56320
seed.compound:cpd05293,MNXM56321
seed.compound:cpd24940,MNXM56322
seed.compound:cpd24892,MNXM56326
seed.compound:cpd24890,MNXM56327
seed.compound:cpd24889,MNXM56328
seed.compound:cpd24891,MNXM56329
seed.compound:cpd24888,MNXM56330
seed.compound:cpd22440,MNXM5634
seed.compound:cpd33357,MNXM56343
seed.compound:cpd09717,MNXM56348
seed.compound:cpd29959,MNXM56349
seed.compound:cpd06712,MNXM5635
seed.compound:cpd15238,MNXM56353
seed.compound:cpd24885,MNXM56354
seed.compound:cpd24883,MNXM56355
seed.compound:cpd24884,MNXM56356
seed.compound:cpd24882,MNXM56357
seed.compound:cpd24881,MNXM56358
seed.compound:cpd34002,MNXM5636
seed.compound:cpd20122,MNXM56368
seed.compound:cpd04497,MNXM5638
seed.compound:cpd21098,MNXM5639
seed.compound:cpd20315,MNXM56390
seed.compound:cpd17893,MNXM56397
seed.compound:cpd24057,MNXM56398
seed.compound:cpd13433,MNXM5641
seed.compound:cpd04680,MNXM56411
seed.compound:cpd20508,MNXM56416
seed.compound:cpd13434,MNXM5642
seed.compound:cpd22558,MNXM56420
seed.compound:cpd08132,MNXM56425
seed.compound:cpd25003,MNXM56426
seed.compound:cpd26550,MNXM56429
seed.compound:cpd35164,MNXM56437
seed.compound:cpd07811,MNXM56449
seed.compound:cpd09374,MNXM56457
seed.compound:cpd11144,MNXM56459
seed.compound:cpd12803,MNXM5646
seed.compound:cpd08532,MNXM56464
seed.compound:cpd04903,MNXM56466
seed.compound:cpd03665,MNXM5647
seed.compound:cpd00993,MNXM56479
seed.compound:cpd00736,MNXM56480
seed.compound:cpd34574,MNXM56484
seed.compound:cpd14551,MNXM5649
seed.compound:cpd05221,MNXM56491
seed.compound:cpd09871,MNXM56492
seed.compound:cpd07241,MNXM56506
seed.compound:cpd12613,MNXM56510
seed.compound:cpd12409,MNXM56511
seed.compound:cpd07312,MNXM56515
seed.compound:cpd14520,MNXM5652
seed.compound:cpd17241,MNXM56525
seed.compound:cpd07513,MNXM56528
seed.compound:cpd04219,MNXM5653
seed.compound:cpd11141,MNXM56530
seed.compound:cpd05435,MNXM56534
seed.compound:cpd07150,MNXM56541
seed.compound:cpd17242,MNXM56542
seed.compound:cpd06577,MNXM56543
seed.compound:cpd05550,MNXM56544
seed.compound:cpd17243,MNXM56546
seed.compound:cpd07313,MNXM56547
seed.compound:cpd19256,MNXM56557
seed.compound:cpd04807,MNXM5656
seed.compound:cpd14650,MNXM56567
seed.compound:cpd17932,MNXM5657
seed.compound:cpd04832,MNXM56575
seed.compound:cpd09516,MNXM56577
seed.compound:cpd21091,MNXM56578
seed.compound:cpd06370,MNXM56579
seed.compound:cpd04760,MNXM56580
seed.compound:cpd24632,MNXM56581
seed.compound:cpd08327,MNXM56583
seed.compound:cpd17126,MNXM56585
seed.compound:cpd06106,MNXM56589
seed.compound:cpd11865,MNXM56590
seed.compound:cpd21247,MNXM56591
seed.compound:cpd17289,MNXM56598
seed.compound:cpd07485,MNXM56599
seed.compound:cpd08491,MNXM5660
seed.compound:cpd04905,MNXM56600
seed.compound:cpd01319,MNXM56604
seed.compound:cpd17146,MNXM56606
seed.compound:cpd00657,MNXM56612
seed.compound:cpd09036,MNXM56613
seed.compound:cpd25646,MNXM56623
seed.compound:cpd07343,MNXM56628
seed.compound:cpd24499,MNXM56629
seed.compound:cpd24500,MNXM56630
seed.compound:cpd03721,MNXM5664
seed.compound:cpd05198,MNXM56645
seed.compound:cpd21250,MNXM56649
seed.compound:cpd12832,MNXM5665
seed.compound:cpd07516,MNXM56652
seed.compound:cpd04248,MNXM5666
seed.compound:cpd24999,MNXM56668
seed.compound:cpd11034,MNXM56677
seed.compound:cpd20571,MNXM56679
seed.compound:cpd04429,MNXM56680
seed.compound:cpd11897,MNXM56690
seed.compound:cpd14789,MNXM56694
seed.compound:cpd06756,MNXM56698
seed.compound:cpd21350,MNXM56700
seed.compound:cpd19275,MNXM56701
seed.compound:cpd17156,MNXM5671
seed.compound:cpd04335,MNXM56719
seed.compound:cpd15882,MNXM5672
seed.compound:cpd15883,MNXM5673
seed.compound:cpd04016,MNXM5676
seed.compound:cpd19067,MNXM56770
seed.compound:cpd09087,MNXM5678
seed.compound:cpd09417,MNXM56783
seed.compound:cpd09428,MNXM56784
seed.compound:cpd05129,MNXM56785
seed.compound:cpd04883,MNXM56789
seed.compound:cpd15415,MNXM5679
seed.compound:cpd04336,MNXM56796
seed.compound:cpd20123,MNXM56804
seed.compound:cpd07582,MNXM56805
seed.compound:cpd04065,MNXM5682
seed.compound:cpd01460,MNXM56828
seed.compound:cpd21316,MNXM5683
seed.compound:cpd17894,MNXM56835
seed.compound:cpd02842,MNXM5684
seed.compound:cpd26492,MNXM56859
seed.compound:cpd15868,MNXM5686
seed.compound:cpd26421,MNXM56861
seed.compound:cpd04337,MNXM56864
seed.compound:cpd15869,MNXM5687
seed.compound:cpd24390,MNXM56870
seed.compound:cpd15870,MNXM5688
seed.compound:cpd09903,MNXM56881
seed.compound:cpd01392,MNXM56884
seed.compound:cpd06580,MNXM56886
seed.compound:cpd15871,MNXM5689
seed.compound:cpd07923,MNXM56896
seed.compound:cpd26103,MNXM56896
seed.compound:cpd26104,MNXM56897
seed.compound:cpd01958,MNXM56902
seed.compound:cpd12810,MNXM5691
seed.compound:cpd34369,MNXM56913
seed.compound:cpd34040,MNXM56915
seed.compound:cpd26396,MNXM56925
seed.compound:cpd12035,MNXM56927
seed.compound:cpd05108,MNXM56929
seed.compound:cpd15014,MNXM5694
seed.compound:cpd24775,MNXM5694
seed.compound:cpd26257,MNXM56942
seed.compound:cpd09001,MNXM56944
seed.compound:cpd20691,MNXM56945
seed.compound:cpd10727,MNXM56949
seed.compound:cpd32505,MNXM56953
seed.compound:cpd04338,MNXM56954
seed.compound:cpd06372,MNXM56956
seed.compound:cpd04339,MNXM56958
seed.compound:cpd06005,MNXM56961
seed.compound:cpd06894,MNXM56962
seed.compound:cpd06375,MNXM56963
seed.compound:cpd06376,MNXM56964
seed.compound:cpd06377,MNXM56966
seed.compound:cpd07984,MNXM56969
seed.compound:cpd07986,MNXM56970
seed.compound:cpd09378,MNXM56974
seed.compound:cpd05594,MNXM56976
seed.compound:cpd06108,MNXM56977
seed.compound:cpd06831,MNXM56980
seed.compound:cpd06968,MNXM56993
seed.compound:cpd01190,MNXM5700
seed.compound:cpd07244,MNXM57007
seed.compound:cpd09430,MNXM57016
seed.compound:cpd09535,MNXM57017
seed.compound:cpd22999,MNXM57018
seed.compound:cpd08416,MNXM57019
seed.compound:cpd08417,MNXM57020
seed.compound:cpd21294,MNXM57025
seed.compound:cpd01031,MNXM5703
seed.compound:cpd07486,MNXM57032
seed.compound:cpd03843,MNXM5704
seed.compound:cpd04876,MNXM57042
seed.compound:cpd05595,MNXM57043
seed.compound:cpd05596,MNXM57044
seed.compound:cpd05673,MNXM57052
seed.compound:cpd10455,MNXM57056
seed.compound:cpd21404,MNXM57058
seed.compound:cpd21076,MNXM5706
seed.compound:cpd27530,MNXM570634
seed.compound:cpd27531,MNXM570635
seed.compound:cpd12631,MNXM5707
seed.compound:cpd29337,MNXM570831
seed.compound:cpd27480,MNXM570832
seed.compound:cpd27481,MNXM570833
seed.compound:cpd29338,MNXM570834
seed.compound:cpd29339,MNXM570835
seed.compound:cpd29340,MNXM570836
seed.compound:cpd29341,MNXM570837
seed.compound:cpd29342,MNXM570838
seed.compound:cpd29343,MNXM570839
seed.compound:cpd29344,MNXM570840
seed.compound:cpd29345,MNXM570841
seed.compound:cpd29346,MNXM570842
seed.compound:cpd29347,MNXM570843
seed.compound:cpd29348,MNXM570844
seed.compound:cpd29349,MNXM570845
seed.compound:cpd29350,MNXM570846
seed.compound:cpd29351,MNXM570847
seed.compound:cpd29352,MNXM570848
seed.compound:cpd29353,MNXM570849
seed.compound:cpd29354,MNXM570850
seed.compound:cpd29355,MNXM570851
seed.compound:cpd29356,MNXM570852
seed.compound:cpd29357,MNXM570853
seed.compound:cpd29358,MNXM570854
seed.compound:cpd29359,MNXM570855
seed.compound:cpd29360,MNXM570856
seed.compound:cpd29361,MNXM570857
seed.compound:cpd29362,MNXM570858
seed.compound:cpd29363,MNXM570859
seed.compound:cpd29364,MNXM570860
seed.compound:cpd29365,MNXM570861
seed.compound:cpd29366,MNXM570862
seed.compound:cpd29367,MNXM570863
seed.compound:cpd29368,MNXM570864
seed.compound:cpd29369,MNXM570865
seed.compound:cpd29370,MNXM570866
seed.compound:cpd29371,MNXM570867
seed.compound:cpd29372,MNXM570868
seed.compound:cpd29373,MNXM570869
seed.compound:cpd29374,MNXM570870
seed.compound:cpd29375,MNXM570871
seed.compound:cpd29376,MNXM570872
seed.compound:cpd29377,MNXM570873
seed.compound:cpd29378,MNXM570874
seed.compound:cpd29379,MNXM570875
seed.compound:cpd29380,MNXM570876
seed.compound:cpd29381,MNXM570877
seed.compound:cpd29382,MNXM570878
seed.compound:cpd29383,MNXM570879
seed.compound:cpd17828,MNXM57088
seed.compound:cpd27482,MNXM570880
seed.compound:cpd29384,MNXM570881
seed.compound:cpd29385,MNXM570882
seed.compound:cpd29386,MNXM570883
seed.compound:cpd29387,MNXM570884
seed.compound:cpd29388,MNXM570885
seed.compound:cpd29389,MNXM570886
seed.compound:cpd29390,MNXM570887
seed.compound:cpd29391,MNXM570888
seed.compound:cpd29393,MNXM570889
seed.compound:cpd29394,MNXM570890
seed.compound:cpd29395,MNXM570891
seed.compound:cpd29396,MNXM570892
seed.compound:cpd29397,MNXM570893
seed.compound:cpd29398,MNXM570894
seed.compound:cpd03967,MNXM5709
seed.compound:cpd27533,MNXM570903
seed.compound:cpd27535,MNXM570904
seed.compound:cpd29997,MNXM570906
seed.compound:cpd25050,MNXM570908
seed.compound:cpd05007,MNXM570915
seed.compound:cpd28516,MNXM570922
seed.compound:cpd29406,MNXM570939
seed.compound:cpd35622,MNXM57094
seed.compound:cpd08802,MNXM570941
seed.compound:cpd07853,MNXM57095
seed.compound:cpd34111,MNXM570956
seed.compound:cpd27545,MNXM570957
seed.compound:cpd29407,MNXM570959
seed.compound:cpd27549,MNXM570960
seed.compound:cpd27550,MNXM570961
seed.compound:cpd29399,MNXM570969
seed.compound:cpd26829,MNXM57097
seed.compound:cpd11816,MNXM571
seed.compound:cpd03882,MNXM57103
seed.compound:cpd25600,MNXM57106
seed.compound:cpd15030,MNXM5712
seed.compound:cpd34225,MNXM571212
seed.compound:cpd34999,MNXM571223
seed.compound:cpd09726,MNXM57124
seed.compound:cpd19244,MNXM57126
seed.compound:cpd22721,MNXM57127
seed.compound:cpd09721,MNXM57129
seed.compound:cpd15029,MNXM5713
seed.compound:cpd15010,MNXM5714
seed.compound:cpd05853,MNXM57145
seed.compound:cpd19862,MNXM57156
seed.compound:cpd20125,MNXM57157
seed.compound:cpd20126,MNXM57159
seed.compound:cpd15122,MNXM5716
seed.compound:cpd19707,MNXM57161
seed.compound:cpd19732,MNXM57168
seed.compound:cpd19733,MNXM57169
seed.compound:cpd03298,MNXM57187
seed.compound:cpd03053,MNXM57188
seed.compound:cpd17569,MNXM5719
seed.compound:cpd00978,MNXM572
seed.compound:cpd15151,MNXM5720
seed.compound:cpd07857,MNXM57218
seed.compound:cpd26358,MNXM57225
seed.compound:cpd04067,MNXM57244
seed.compound:cpd04340,MNXM57246
seed.compound:cpd17918,MNXM57254
seed.compound:cpd08884,MNXM57258
seed.compound:cpd07694,MNXM57262
seed.compound:cpd07827,MNXM57265
seed.compound:cpd12352,MNXM57266
